import time: self [us] | cumulative | imported package
import time:       202 |        202 |                                       torch.nn.utils.spectral_norm
import time:       147 |        147 |                                       torch.nn.utils.weight_norm
import time:       231 |       3420 |                                     torch.nn.utils
import time:        23 |       3443 |                                   torch.nn.utils.rnn
import time:      1806 |       5249 |                                 torch.nn.modules.rnn
import time:       190 |        190 |                                 torch.nn.modules.sparse
import time:       421 |        421 |                                 torch.nn.modules.transformer
import time:       175 |        175 |                                 torch.nn.modules.upsampling
import time:       416 |      99057 |                               torch.nn.modules
import time:       140 |        140 |                                     torch.backends.cpu
import time:       291 |        291 |                                     torch.backends.cuda
import time:       240 |        240 |                                       torch.backends.cudnn.rnn
import time:       221 |        460 |                                     torch.backends.cudnn
import time:        98 |         98 |                                     torch.backends.cusparselt
import time:        97 |         97 |                                     torch.backends.kleidiai
import time:        87 |         87 |                                     torch.backends.mha
import time:       109 |        109 |                                     torch.backends.miopen
import time:       110 |        110 |                                     torch.backends.mkl
import time:       157 |        157 |                                     torch.backends.mkldnn
import time:       691 |        691 |                                       torch.library
import time:       134 |        825 |                                     torch.backends.mps
import time:       116 |        116 |                                     torch.backends.nnpack
import time:        83 |         83 |                                     torch.backends.openmp
import time:        83 |         83 |                                       opt_einsum
import time:       141 |        223 |                                     torch.backends.opt_einsum
import time:       208 |        208 |                                     torch.backends.python_native
import time:       138 |        138 |                                     torch.backends.quantized
import time:       417 |       3553 |                                   torch.backends
import time:        17 |       3570 |                                 torch.backends.cuda
import time:       222 |        222 |                                 torch.nn.attention._registry
import time:       555 |        555 |                                 torch.nn.attention._fa3
import time:       409 |        409 |                                 torch.nn.attention._fa4
import time:       228 |       4981 |                               torch.nn.attention
import time:       112 |        112 |                                   torch.nn.parallel.parallel_apply
import time:       108 |        108 |                                       torch.cuda.nccl
import time:       135 |        243 |                                     torch.nn.parallel.comm
import time:       213 |        456 |                                   torch.nn.parallel.replicate
import time:       215 |        215 |                                     torch.nn.parallel._functions
import time:       140 |        355 |                                   torch.nn.parallel.scatter_gather
import time:       306 |       1226 |                                 torch.nn.parallel.data_parallel
import time:       311 |        311 |                                       torch.distributed.algorithms.join
import time:        95 |        406 |                                     torch.distributed.algorithms
import time:        19 |        424 |                                   torch.distributed.algorithms.join
import time:       295 |        295 |                                   torch.distributed.utils
import time:      1687 |       2405 |                                 torch.nn.parallel.distributed
import time:       154 |       3785 |                               torch.nn.parallel
import time:       218 |     108363 |                             torch.nn
import time:        44 |     108406 |                           torch.nn.functional
import time:       112 |        112 |                             torch._linalg_utils
import time:       283 |        394 |                           torch._lowrank
import time:      2466 |     111265 |                         torch.functional
import time:       151 |        151 |                         torch.__config__
import time:       325 |        325 |                           torch.accelerator._utils
import time:       258 |        258 |                           torch.accelerator.graphs
import time:       198 |        198 |                           torch.accelerator.memory
import time:       257 |       1036 |                         torch.accelerator
import time:       156 |        156 |                             torch.cpu.amp.autocast_mode
import time:       109 |        109 |                             torch.cpu.amp.grad_scaler
import time:       194 |        458 |                           torch.cpu.amp
import time:       243 |        700 |                         torch.cpu
import time:       477 |        477 |                             torch.distributions.constraints
import time:       294 |        294 |                               torch.distributions.utils
import time:      1305 |       1599 |                             torch.distributions.distribution
import time:       902 |       2977 |                           torch.distributions.transforms
import time:       107 |        107 |                             torch.distributions.exp_family
import time:       290 |        396 |                           torch.distributions.bernoulli
import time:       192 |        192 |                             torch.distributions.dirichlet
import time:       250 |        442 |                           torch.distributions.beta
import time:       318 |        318 |                           torch.distributions.binomial
import time:       234 |        234 |                           torch.distributions.categorical
import time:       225 |        225 |                           torch.distributions.cauchy
import time:       129 |        129 |                             torch.distributions.gamma
import time:       195 |        323 |                           torch.distributions.chi2
import time:       273 |        273 |                           torch.distributions.constraint_registry
import time:       267 |        267 |                           torch.distributions.continuous_bernoulli
import time:       219 |        219 |                           torch.distributions.exponential
import time:       215 |        215 |                           torch.distributions.fishersnedecor
import time:       264 |        264 |                           torch.distributions.generalized_pareto
import time:       227 |        227 |                           torch.distributions.geometric
import time:       165 |        165 |                               torch.distributions.independent
import time:       150 |        314 |                             torch.distributions.transformed_distribution
import time:       132 |        132 |                             torch.distributions.uniform
import time:       225 |        670 |                           torch.distributions.gumbel
import time:       216 |        216 |                           torch.distributions.half_cauchy
import time:       134 |        134 |                             torch.distributions.normal
import time:       215 |        349 |                           torch.distributions.half_normal
import time:       200 |        200 |                           torch.distributions.inverse_gamma
import time:       121 |        121 |                             torch.distributions.laplace
import time:       148 |        148 |                               torch.distributions.multivariate_normal
import time:       169 |        317 |                             torch.distributions.lowrank_multivariate_normal
import time:       143 |        143 |                             torch.distributions.one_hot_categorical
import time:       156 |        156 |                             torch.distributions.pareto
import time:       117 |        117 |                             torch.distributions.poisson
import time:       579 |       1430 |                           torch.distributions.kl
import time:       261 |        261 |                           torch.distributions.kumaraswamy
import time:       210 |        210 |                           torch.distributions.lkj_cholesky
import time:       197 |        197 |                           torch.distributions.log_normal
import time:       206 |        206 |                           torch.distributions.logistic_normal
import time:       251 |        251 |                           torch.distributions.mixture_same_family
import time:       231 |        231 |                           torch.distributions.multinomial
import time:       230 |        230 |                           torch.distributions.negative_binomial
import time:       237 |        237 |                           torch.distributions.relaxed_bernoulli
import time:       231 |        231 |                           torch.distributions.relaxed_categorical
import time:       221 |        221 |                           torch.distributions.studentT
import time:       317 |        317 |                                 torch.jit._builtins
import time:      1942 |       2259 |                               torch.jit._async
import time:       153 |        153 |                               torch.jit._await
import time:       114 |        114 |                               torch.jit._decomposition_utils
import time:       171 |        171 |                                   torch._classes
import time:       130 |        130 |                                   torch.jit._fuser
import time:        99 |         99 |                                     monkeytype
import time:       177 |        275 |                                   torch.jit._monkeytype_config
import time:       144 |        144 |                                     torch.jit._check
import time:       182 |        182 |                                     torch.jit._state
import time:       374 |        374 |                                       torch.jit.annotations
import time:       139 |        139 |                                       torch.jit._dataclass_impls
import time:       751 |       1262 |                                     torch.jit.frontend
import time:       626 |       2213 |                                   torch.jit._recursive
import time:       131 |        131 |                                   torch.jit._serialization
import time:      1105 |       4023 |                                 torch.jit._script
import time:       145 |       4168 |                               torch.jit._freeze
import time:       111 |        111 |                               torch.jit._ir_utils
import time:       769 |        769 |                               torch.jit._trace
import time:       300 |       7869 |                             torch.jit
import time:       334 |       8202 |                           torch.distributions.von_mises
import time:       229 |        229 |                           torch.distributions.weibull
import time:       366 |        366 |                           torch.distributions.wishart
import time:       529 |      20830 |                         torch.distributions
import time:       272 |        272 |                         torch.fft
import time:       550 |        550 |                         torch.hub
import time:       286 |        286 |                         torch.linalg
import time:       235 |        235 |                           torch.mps.profiler
import time:       168 |        168 |                           torch.mps.event
import time:       190 |        592 |                         torch.mps
import time:       147 |        147 |                           torch._environment
import time:       183 |        183 |                           torch.mtia._utils
import time:       161 |        161 |                           torch.mtia.memory
import time:       813 |        813 |                           torch.mtia.mtia_graph
import time:       327 |       1628 |                         torch.mtia
import time:       236 |        236 |                             multiprocessing.util
import time:       148 |        148 |                             multiprocessing.resource_sharer
import time:       355 |        737 |                           torch.multiprocessing.reductions
import time:        41 |         41 |                               _multiprocessing
import time:        76 |         76 |                               _winapi
import time:       459 |        575 |                             multiprocessing.connection
import time:       301 |        875 |                           torch.multiprocessing.spawn
import time:        63 |         63 |                               runpy
import time:       143 |        206 |                             multiprocessing.spawn
import time:        24 |         24 |                             _posixshmem
import time:       254 |        483 |                           multiprocessing.resource_tracker
import time:       218 |       2312 |                         torch.multiprocessing
import time:       147 |        147 |                             torch.nested._internal
import time:       152 |        152 |                                       torch.fx._compatibility
import time:       220 |        371 |                                     torch.fx.immutable_collections
import time:        78 |         78 |                                           torch.fx.experimental
import time:       833 |        833 |                                           torch.fx.experimental._config
import time:       170 |        170 |                                             torch.utils._dtype_abbrs
import time:       643 |        643 |                                               torch.return_types
import time:       189 |        832 |                                             torch.fx._pytree
import time:       104 |        104 |                                                 torch.utils._inspect
import time:       801 |        905 |                                               torch.fx.operator_schemas
import time:      7962 |       8866 |                                             torch.fx.node
import time:      2811 |      12678 |                                           torch.fx.graph
import time:       547 |      14133 |                                         torch.fx.graph_module
import time:       192 |      14324 |                                       torch.fx._lazy_graph_module
import time:       530 |        530 |                                         torch.fx.traceback
import time:       120 |        120 |                                               torch._logging.structured
import time:      1191 |       1191 |                                                 unittest.mock
import time:       214 |        214 |                                                 torch.utils._ordered_set
import time:       154 |        154 |                                                 torch.utils._traceback
import time:       508 |        508 |                                                 torch.utils.weak
import time:      5999 |       8064 |                                               torch._guards
import time:      2410 |      10593 |                                             torch._logging._internal
import time:       199 |      10791 |                                           torch._logging._registrations
import time:       115 |      10906 |                                         torch._logging
import time:       779 |      12214 |                                       torch.fx.proxy
import time:      1016 |      27553 |                                     torch.fx._symbolic_trace
import time:        83 |         83 |                                       torch.fx.config
import time:       600 |        683 |                                     torch.fx.interpreter
import time:       682 |        682 |                                     torch.fx.subgraph_rewriter
import time:       156 |      29443 |                                   torch.fx
import time:        19 |      29461 |                                 torch.fx.experimental
import time:       144 |      29605 |                               torch.fx.experimental._constant_symnode
import time:       153 |      29758 |                             torch.nested._internal.nested_int
import time:       569 |      30473 |                           torch.nested._internal.nested_tensor
import time:       207 |      30679 |                         torch.nested
import time:       405 |        405 |                             torch.optim.optimizer
import time:       847 |       1252 |                           torch.optim.lr_scheduler
import time:       338 |        338 |                           torch.optim.swa_utils
import time:       380 |        380 |                           torch.optim._adafactor
import time:       329 |        329 |                           torch.optim._muon
import time:       326 |        326 |                           torch.optim.adadelta
import time:       280 |        280 |                           torch.optim.adagrad
import time:       413 |        413 |                           torch.optim.adam
import time:       304 |        304 |                           torch.optim.adamax
import time:       200 |        200 |                           torch.optim.adamw
import time:       311 |        311 |                           torch.optim.asgd
import time:       282 |        282 |                           torch.optim.lbfgs
import time:       331 |        331 |                           torch.optim.nadam
import time:       377 |        377 |                           torch.optim.radam
import time:       362 |        362 |                           torch.optim.rmsprop
import time:       309 |        309 |                           torch.optim.rprop
import time:       294 |        294 |                           torch.optim.sgd
import time:       108 |        108 |                             torch.optim._functional
import time:       245 |        352 |                           torch.optim.sparse_adam
import time:       356 |       6787 |                         torch.optim
import time:       470 |        470 |                             gzip
import time:      1461 |       1461 |                               torch.profiler._utils
import time:      2583 |       4044 |                             torch.profiler._memory_profiler
import time:      1006 |       5519 |                           torch.profiler.profiler
import time:       155 |        155 |                           torch.profiler.itt
import time:       318 |       5990 |                         torch.profiler
import time:       271 |        271 |                         torch.special
import time:       189 |        189 |                           torch.xpu._utils
import time:       353 |        353 |                           torch.xpu.graphs
import time:       228 |        228 |                           torch.xpu.streams
import time:       447 |        447 |                           torch.xpu.memory
import time:       191 |        191 |                           torch.xpu.random
import time:       381 |       1786 |                         torch.xpu
import time:       235 |        235 |                             torch.signal.windows.windows
import time:       234 |        468 |                           torch.signal.windows
import time:       109 |        577 |                         torch.signal
import time:       112 |        112 |                         torch.ao
import time:       282 |        282 |                             torch.ao.nn
import time:       273 |        273 |                               torch.ao.nn.intrinsic.modules.fused
import time:       165 |        438 |                             torch.ao.nn.intrinsic.modules
import time:       235 |        955 |                           torch.ao.nn.intrinsic
import time:       103 |        103 |                             torch.nn.intrinsic.modules.fused
import time:       209 |        311 |                           torch.nn.intrinsic.modules
import time:       282 |        282 |                                           torch.ao.nn.qat.modules.conv
import time:       145 |        145 |                                           torch.ao.nn.qat.modules.embedding_ops
import time:       111 |        111 |                                           torch.ao.nn.qat.modules.linear
import time:       124 |        661 |                                         torch.ao.nn.qat.modules
import time:        81 |        742 |                                       torch.ao.nn.qat
import time:       501 |       1242 |                                     torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       200 |        200 |                                     torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       120 |        120 |                                     torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:       131 |       1692 |                                   torch.ao.nn.intrinsic.qat.modules
import time:        79 |       1770 |                                 torch.ao.nn.intrinsic.qat
import time:       102 |       1872 |                               torch.nn.intrinsic.qat.modules.conv_fused
import time:        71 |         71 |                               torch.nn.intrinsic.qat.modules.linear_fused
import time:        64 |         64 |                               torch.nn.intrinsic.qat.modules.linear_relu
import time:       171 |       2176 |                             torch.nn.intrinsic.qat.modules
import time:       184 |       2359 |                           torch.nn.intrinsic.qat
import time:       219 |        219 |                                                       torch.ao.nn.quantizable.modules.activation
import time:      1034 |       1034 |                                                       torch.ao.nn.quantizable.modules.rnn
import time:       133 |       1386 |                                                     torch.ao.nn.quantizable.modules
import time:        92 |       1477 |                                                   torch.ao.nn.quantizable
import time:       313 |        313 |                                                   torch.ao.nn.quantized.modules.activation
import time:       191 |        191 |                                                   torch.ao.nn.quantized.modules.batchnorm
import time:       178 |        178 |                                                     torch.ao.nn.quantized.modules.utils
import time:       829 |       1006 |                                                   torch.ao.nn.quantized.modules.conv
import time:       134 |        134 |                                                   torch.ao.nn.quantized.modules.dropout
import time:       313 |        313 |                                                   torch.ao.nn.quantized.modules.embedding_ops
import time:       230 |        230 |                                                   torch.ao.nn.quantized.modules.functional_modules
import time:       229 |        229 |                                                   torch.ao.nn.quantized.modules.linear
import time:       238 |        238 |                                                   torch.ao.nn.quantized.modules.normalization
import time:       115 |        115 |                                                   torch.ao.nn.quantized.modules.rnn
import time:       236 |       4478 |                                                 torch.ao.nn.quantized.modules
import time:        18 |       4495 |                                               torch.ao.nn.quantized.modules.utils
import time:       222 |       4717 |                                             torch.ao.nn.quantized.functional
import time:       124 |       4841 |                                           torch.ao.nn.quantized
import time:       174 |       5014 |                                         torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       181 |        181 |                                         torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       303 |        303 |                                         torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       188 |        188 |                                         torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       141 |       5824 |                                       torch.ao.nn.intrinsic.quantized.modules
import time:        84 |       5908 |                                     torch.ao.nn.intrinsic.quantized
import time:       309 |        309 |                                             torch.ao.nn.quantized.dynamic.modules.conv
import time:       139 |        139 |                                             torch.ao.nn.quantized.dynamic.modules.linear
import time:       684 |        684 |                                             torch.ao.nn.quantized.dynamic.modules.rnn
import time:       137 |       1268 |                                           torch.ao.nn.quantized.dynamic.modules
import time:        83 |       1350 |                                         torch.ao.nn.quantized.dynamic
import time:       151 |       1501 |                                       torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       119 |       1619 |                                     torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:       109 |       7635 |                                   torch.ao.nn.intrinsic.quantized.dynamic
import time:        94 |       7729 |                                 torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       109 |       7838 |                               torch.nn.intrinsic.quantized.dynamic.modules
import time:       116 |       7953 |                             torch.nn.intrinsic.quantized.dynamic
import time:        99 |         99 |                               torch.nn.intrinsic.quantized.modules.bn_relu
import time:        70 |         70 |                               torch.nn.intrinsic.quantized.modules.conv_relu
import time:        67 |         67 |                               torch.nn.intrinsic.quantized.modules.linear_relu
import time:       121 |        355 |                             torch.nn.intrinsic.quantized.modules
import time:       230 |       8538 |                           torch.nn.intrinsic.quantized
import time:       142 |      12303 |                         torch.nn.intrinsic
import time:       200 |        200 |                                         torch.ao.nn.qat.dynamic.modules.linear
import time:       111 |        311 |                                       torch.ao.nn.qat.dynamic.modules
import time:        85 |        395 |                                     torch.ao.nn.qat.dynamic
import time:        16 |        411 |                                   torch.ao.nn.qat.dynamic.modules
import time:        20 |        430 |                                 torch.ao.nn.qat.dynamic.modules.linear
import time:        95 |        525 |                               torch.nn.qat.dynamic.modules.linear
import time:       108 |        633 |                             torch.nn.qat.dynamic.modules
import time:       217 |        849 |                           torch.nn.qat.dynamic
import time:        94 |         94 |                             torch.nn.qat.modules.conv
import time:        64 |         64 |                             torch.nn.qat.modules.embedding_ops
import time:        61 |         61 |                             torch.nn.qat.modules.linear
import time:       242 |        459 |                           torch.nn.qat.modules
import time:       116 |       1423 |                         torch.nn.qat
import time:       179 |        179 |                           torch.nn.quantizable.modules
import time:        92 |        271 |                         torch.nn.quantizable
import time:       197 |        197 |                           torch.nn.quantized.dynamic
import time:       166 |        166 |                           torch.nn.quantized.functional
import time:       187 |        187 |                           torch.nn.quantized.modules
import time:       143 |        691 |                         torch.nn.quantized
import time:       107 |        107 |                         torch._size_docs
import time:        99 |         99 |                         torch._storage_docs
import time:       873 |        873 |                         torch._tensor_docs
import time:       186 |        186 |                                       torch.ao.quantization.quant_type
import time:       289 |        474 |                                     torch.ao.quantization.utils
import time:      2474 |       2948 |                                   torch.ao.quantization.observer
import time:       285 |       3232 |                                 torch.ao.quantization.fake_quantize
import time:       139 |        139 |                                   torch.ao.quantization.fuser_method_mappings
import time:       135 |        274 |                                 torch.ao.quantization.fuse_modules
import time:       436 |        436 |                                 torch.ao.quantization.qconfig
import time:       174 |        174 |                                 torch.ao.quantization.qconfig_mapping
import time:       138 |        138 |                                         torch.ao.nn.quantized.reference.modules.utils
import time:       276 |        414 |                                       torch.ao.nn.quantized.reference.modules.conv
import time:       123 |        123 |                                       torch.ao.nn.quantized.reference.modules.linear
import time:       351 |        351 |                                       torch.ao.nn.quantized.reference.modules.rnn
import time:       148 |        148 |                                       torch.ao.nn.quantized.reference.modules.sparse
import time:       146 |       1179 |                                     torch.ao.nn.quantized.reference.modules
import time:        89 |       1268 |                                   torch.ao.nn.quantized.reference
import time:       185 |        185 |                                           torch.ao.nn.sparse.quantized.linear
import time:       105 |        105 |                                           torch.ao.nn.sparse.quantized.utils
import time:       182 |        471 |                                         torch.ao.nn.sparse.quantized.dynamic.linear
import time:       104 |        574 |                                       torch.ao.nn.sparse.quantized.dynamic
import time:       121 |        695 |                                     torch.ao.nn.sparse.quantized
import time:        96 |        790 |                                   torch.ao.nn.sparse
import time:       116 |        116 |                                   torch.ao.quantization.stubs
import time:       694 |       2867 |                                 torch.ao.quantization.quantization_mappings
import time:       420 |        420 |                                 torch.ao.quantization.quantize
import time:       224 |        224 |                                 torch.ao.quantization.quantize_jit
import time:       294 |       7917 |                               torch.ao.quantization
import time:        24 |       7941 |                             torch.ao.quantization.fake_quantize
import time:       230 |       8171 |                           torch.quantization.fake_quantize
import time:       186 |        186 |                           torch.quantization.fuse_modules
import time:       207 |        207 |                           torch.quantization.fuser_method_mappings
import time:       234 |        234 |                           torch.quantization.observer
import time:       210 |        210 |                           torch.quantization.qconfig
import time:       201 |        201 |                           torch.quantization.quant_type
import time:       222 |        222 |                           torch.quantization.quantization_mappings
import time:       174 |        174 |                           torch.quantization.quantize
import time:       174 |        174 |                           torch.quantization.quantize_jit
import time:       165 |        165 |                           torch.quantization.stubs
import time:       253 |      10191 |                         torch.quantization
import time:       170 |        170 |                         torch.quasirandom
import time:        94 |         94 |                         torch.multiprocessing._atfork
import time:       425 |        425 |                         torch._lobpcg
import time:       130 |        130 |                             torch.masked._docs
import time:       370 |        370 |                                   torch.masked.maskedtensor.core
import time:      2461 |       2831 |                                 torch.masked.maskedtensor.binary
import time:       588 |        588 |                                 torch.masked.maskedtensor.passthrough
import time:        71 |         71 |                                   torch.masked.maskedtensor.creation
import time:       721 |        791 |                                 torch.masked.maskedtensor.reductions
import time:      2165 |       2165 |                                 torch.masked.maskedtensor.unary
import time:       144 |       6517 |                               torch.masked.maskedtensor
import time:        19 |       6536 |                             torch.masked.maskedtensor.core
import time:      1567 |       8232 |                           torch.masked._ops
import time:       140 |       8371 |                         torch.masked
import time:       306 |        306 |                         torch.utils.dlpack
import time:        77 |         77 |                                       torch._dispatch
import time:       279 |        356 |                                     torch._dispatch.python
import time:      1211 |       1211 |                                           torch._library.fake_profile
import time:        96 |         96 |                                             torch.utils._mode_utils
import time:      5076 |       5172 |                                           torch._subclasses.meta_utils
import time:       212 |        212 |                                           torch.utils._stats
import time:      1523 |       1523 |                                             torch.fx.experimental.sym_node
import time:      1861 |       3383 |                                           torch._subclasses._fake_tensor_utils
import time:        91 |         91 |                                             torch._custom_op
import time:      3235 |       3325 |                                           torch._subclasses.fake_impls
import time:      5874 |      19175 |                                         torch._subclasses.fake_tensor
import time:       240 |        240 |                                         torch._subclasses.fake_utils
import time:       107 |      19520 |                                       torch._subclasses
import time:        20 |      19540 |                                     torch._subclasses.meta_utils
import time:       407 |      20302 |                                   torch.fx.passes.shape_prop
import time:       127 |        127 |                                   pydot
import time:       377 |      20806 |                                 torch.fx.passes.graph_drawer
import time:       298 |        298 |                                 torch.fx.passes.graph_manipulation
import time:      1009 |       1009 |                                         torch.fx.passes.utils.matcher_utils
import time:       261 |       1269 |                                       torch.fx.passes.utils.common
import time:       116 |       1385 |                                     torch.fx.passes.utils
import time:       711 |        711 |                                     torch.fx.passes.tools_common
import time:       781 |       2877 |                                   torch.fx.passes.split_utils
import time:       752 |       3628 |                                 torch.fx.passes.net_min_base
import time:       393 |        393 |                                 torch.fx.passes.operator_support
import time:       163 |        163 |                                 torch.fx.passes.param_fetch
import time:       249 |        249 |                                 torch.fx.passes.regional_inductor
import time:       812 |        812 |                                 torch.fx.passes.reinplace
import time:       120 |        120 |                                   torch.fx._utils
import time:       819 |        819 |                                     torch._subclasses.functional_tensor
import time:       177 |        177 |                                     torch.utils._thunk
import time:        94 |         94 |                                     torch.fx.experimental._backward_state
import time:      2738 |       3825 |                                   torch.fx.experimental.proxy_tensor
import time:       384 |       4329 |                                 torch.fx.passes.runtime_assert
import time:       312 |        312 |                                 torch.fx.passes.split_module
import time:       886 |        886 |                                 torch.fx.passes.splitter_base
import time:       279 |      32151 |                               torch.fx.passes
import time:       189 |        189 |                                 torch.fx.passes.infra.pass_base
import time:       292 |        481 |                               torch.fx.passes.infra.pass_manager
import time:       177 |      32808 |                             torch.fx.passes.infra
import time:        56 |      32864 |                           torch.fx.passes.infra.pass_base
import time:       467 |        467 |                           torch.export.custom_ops
import time:       249 |        249 |                           torch.export._state_dict_utils
import time:        87 |         87 |                                 torch.export._tree_utils
import time:      2801 |       2801 |                                 torch.export.graph_signature
import time:       243 |        243 |                                       torch._custom_op.autograd
import time:       805 |       1048 |                                     torch._custom_op.impl
import time:       145 |       1192 |                                   torch._custom_ops
import time:       954 |        954 |                                   torch._export.utils
import time:       943 |        943 |                                               torch._higher_order_ops.schema
import time:       827 |       1769 |                                             torch._higher_order_ops.utils
import time:      1502 |       3271 |                                           torch._higher_order_ops.auto_functionalize
import time:       286 |       3556 |                                         torch._higher_order_ops.base_hop
import time:       757 |       4312 |                                       torch._higher_order_ops._invoke_quant
import time:       213 |        213 |                                       torch._higher_order_ops.aoti_call_delegate
import time:       407 |        407 |                                       torch._higher_order_ops.associative_scan
import time:       390 |        390 |                                       torch._higher_order_ops.cond
import time:       970 |        970 |                                         torch._higher_order_ops.invoke_leaf_function
import time:       203 |        203 |                                         torch._higher_order_ops.print
import time:        85 |         85 |                                             torch._functorch._aot_autograd
import time:       539 |        623 |                                           torch._functorch._aot_autograd.utils
import time:       228 |        851 |                                         torch._higher_order_ops.torchbind
import time:       470 |       2492 |                                       torch._higher_order_ops.effects
import time:       230 |        230 |                                       torch._higher_order_ops.executorch_call_delegate
import time:       763 |        763 |                                       torch._higher_order_ops.flat_apply
import time:        88 |         88 |                                             torch.testing._internal
import time:       311 |        398 |                                           torch.testing._internal.logging_tensor
import time:       645 |       1042 |                                         torch.utils.checkpoint
import time:       671 |       1713 |                                       torch._higher_order_ops.flex_attention
import time:       163 |        163 |                                       torch._higher_order_ops.foreach_map
import time:       199 |        199 |                                       torch._higher_order_ops.hints_wrap
import time:       290 |        290 |                                       torch._higher_order_ops.inline_asm_elementwise
import time:       179 |        179 |                                             torch.utils._debug_mode._utils
import time:       990 |       1168 |                                           torch.utils._debug_mode._calls
import time:    151941 |     151941 |                                           torch.utils._debug_mode._mode
import time:       185 |     153294 |                                         torch.utils._debug_mode
import time:      1930 |     155223 |                                       torch._higher_order_ops.invoke_subgraph
import time:       786 |        786 |                                       torch._higher_order_ops.local_map
import time:       399 |        399 |                                       torch._higher_order_ops.map
import time:       802 |        802 |                                       torch._higher_order_ops.out_dtype
import time:       239 |        239 |                                       torch._higher_order_ops.run_const_graph
import time:       370 |        370 |                                         torch._higher_order_ops.partitioner
import time:       782 |       1151 |                                       torch._higher_order_ops.scan
import time:       296 |        296 |                                       torch._higher_order_ops.strict_mode
import time:       463 |        463 |                                       torch._higher_order_ops.while_loop
import time:       500 |        500 |                                       torch._higher_order_ops.wrap
import time:       433 |     171453 |                                     torch._higher_order_ops
import time:        28 |     171481 |                                   torch._higher_order_ops.flat_apply
import time:       460 |     174086 |                                 torch._export.wrappers
import time:       325 |        325 |                                 torch._export.config
import time:       531 |     177828 |                               torch._export
import time:        24 |     177852 |                             torch._export.utils
import time:       550 |     178402 |                           torch.export.decomp_utils
import time:       268 |        268 |                               torch._export.verifier
import time:      1245 |       1512 |                             torch.export.exported_program
import time:      2139 |       3650 |                           torch.export.dynamic_shapes
import time:       129 |        129 |                             torch.export._remove_effect_tokens_pass
