import time: self [us] | cumulative | imported package
import time:       283 |       8954 |                                               sympy.matrices.dense
import time:       186 |        186 |                                               sympy.matrices.sparse
import time:       115 |        115 |                                               sympy.matrices.sparsetools
import time:       118 |        118 |                                                             sympy.strategies.util
import time:       180 |        298 |                                                           sympy.strategies.rl
import time:       250 |        250 |                                                             sympy.strategies.core
import time:       110 |        360 |                                                           sympy.strategies.traverse
import time:        92 |         92 |                                                           sympy.strategies.tools
import time:       202 |        202 |                                                               sympy.strategies.branch.core
import time:       224 |        425 |                                                             sympy.strategies.branch.traverse
import time:        92 |         92 |                                                             sympy.strategies.branch.tools
import time:       125 |        642 |                                                           sympy.strategies.branch
import time:       192 |       1582 |                                                         sympy.strategies
import time:       179 |        179 |                                                         sympy.matrices.expressions._shape
import time:       513 |        513 |                                                             sympy.matrices.expressions.special
import time:       240 |        753 |                                                           sympy.matrices.expressions.matpow
import time:       201 |        953 |                                                         sympy.matrices.expressions.inverse
import time:       181 |        181 |                                                         sympy.matrices.expressions.transpose
import time:       274 |        274 |                                                         sympy.matrices.expressions.permutation
import time:       594 |       3760 |                                                       sympy.matrices.expressions.matmul
import time:       306 |        306 |                                                       sympy.matrices.expressions.matadd
import time:       228 |        228 |                                                       sympy.matrices.expressions.determinant
import time:      1563 |       5855 |                                                     sympy.matrices.expressions.matexpr
import time:       230 |       6085 |                                                   sympy.matrices.expressions.slice
import time:       170 |        170 |                                                     sympy.matrices.expressions.trace
import time:       456 |        626 |                                                   sympy.matrices.expressions.blockmatrix
import time:       158 |        158 |                                                   sympy.matrices.expressions.companion
import time:       162 |        162 |                                                   sympy.matrices.expressions.funcmatrix
import time:       151 |        151 |                                                   sympy.matrices.expressions.adjoint
import time:       345 |        345 |                                                   sympy.matrices.expressions.hadamard
import time:       296 |        296 |                                                   sympy.matrices.expressions.diagonal
import time:       136 |        136 |                                                   sympy.matrices.expressions.dotproduct
import time:       238 |        238 |                                                   sympy.matrices.expressions.kronecker
import time:       174 |        174 |                                                   sympy.matrices.expressions.sets
import time:       216 |       8583 |                                                 sympy.matrices.expressions
import time:       696 |       9278 |                                               sympy.matrices.immutable
import time:       191 |      19071 |                                             sympy.matrices
import time:       192 |      19262 |                                           sympy.polys.partfrac
import time:       310 |        310 |                                           sympy.polys.fields
import time:       378 |     105145 |                                         sympy.polys
import time:       293 |        293 |                                           sympy.series.order
import time:       125 |        125 |                                                 sympy.calculus.euler
import time:       123 |        123 |                                                 sympy.calculus.singularities
import time:       118 |        118 |                                                 sympy.calculus.finite_diff
import time:       509 |        509 |                                                   sympy.calculus.accumulationbounds
import time:       236 |        744 |                                                 sympy.calculus.util
import time:       127 |       1234 |                                               sympy.calculus
import time:        22 |       1255 |                                             sympy.calculus.accumulationbounds
import time:       256 |        256 |                                             sympy.series.gruntz
import time:       279 |       1790 |                                           sympy.series.limits
import time:        76 |         76 |                                           sympy.series.series
import time:        97 |         97 |                                           sympy.series.approximants
import time:        83 |         83 |                                           sympy.series.residues
import time:       792 |        792 |                                           sympy.series.sequences
import time:       168 |        168 |                                             sympy.series.series_class
import time:       387 |        555 |                                           sympy.series.fourier
import time:       200 |        200 |                                                 sympy.discrete.transforms
import time:       143 |        143 |                                                 sympy.discrete.convolutions
import time:       142 |        484 |                                               sympy.discrete
import time:      1265 |       1749 |                                             sympy.discrete.convolutions
import time:       944 |       2692 |                                           sympy.series.formal
import time:       183 |        183 |                                           sympy.series.limitseq
import time:       193 |       6748 |                                         sympy.series
import time:       388 |        388 |                                               sympy.concrete.expr_with_limits
import time:       200 |        587 |                                             sympy.concrete.expr_with_intlimits
import time:       124 |        124 |                                               sympy.concrete.gosper
import time:       151 |        151 |                                                     sympy.integrals.rationaltools
import time:       108 |        108 |                                                     sympy.integrals.deltafunctions
import time:       704 |        704 |                                                     sympy.integrals.meijerint
import time:       130 |        130 |                                                     sympy.integrals.trigonometry
import time:       521 |       1611 |                                                   sympy.integrals.integrals
import time:        77 |         77 |                                                           sympy.polys.domainmatrix
import time:       213 |        289 |                                                         sympy.polys.solvers
import time:       148 |        436 |                                                       sympy.polys.matrices.linsolve
import time:       872 |       1308 |                                                     sympy.integrals.laplace
import time:      1314 |       2621 |                                                   sympy.integrals.transforms
import time:        90 |         90 |                                                   sympy.integrals.singularityfunctions
import time:       138 |       4459 |                                                 sympy.integrals
import time:        18 |       4477 |                                               sympy.integrals.integrals
import time:       659 |       5259 |                                             sympy.concrete.summations
import time:       326 |       6171 |                                           sympy.concrete.products
import time:       107 |       6278 |                                         sympy.concrete
import time:       253 |        253 |                                               sympy.simplify.gammasimp
import time:       111 |        364 |                                             sympy.simplify.combsimp
import time:        88 |         88 |                                             sympy.simplify.cse_opts
import time:       193 |        193 |                                               sympy.simplify.powsimp
import time:       874 |       1066 |                                             sympy.simplify.hyperexpand
import time:       180 |        180 |                                               sympy.simplify.sqrtdenest
import time:       227 |        406 |                                             sympy.simplify.radsimp
import time:       293 |        293 |                                               sympy.simplify.cse_main
import time:        96 |         96 |                                               sympy.strategies.tree
import time:       321 |        710 |                                             sympy.simplify.trigsimp
import time:       501 |       3133 |                                           sympy.simplify.simplify
import time:       366 |        366 |                                           sympy.simplify.fu
import time:       125 |        125 |                                           sympy.simplify.epathtools
import time:       114 |        114 |                                           sympy.simplify.ratsimp
import time:       146 |       3881 |                                         sympy.simplify
import time:       217 |        217 |                                             sympy.solvers.polysys
import time:       148 |        148 |                                             sympy.solvers.bivariate
import time:       750 |       1114 |                                           sympy.solvers.solvers
import time:       710 |        710 |                                                 sympy.solvers.solveset
import time:       743 |       1452 |                                               sympy.solvers.diophantine.diophantine
import time:        98 |       1550 |                                             sympy.solvers.diophantine
import time:        25 |       1575 |                                           sympy.solvers.diophantine.diophantine
import time:       194 |        194 |                                           sympy.solvers.recurr
import time:       137 |        137 |                                               sympy.solvers.deutils
import time:       225 |        225 |                                                 sympy.solvers.ode.riccati
import time:       163 |        163 |                                                 sympy.solvers.ode.hypergeometric
import time:       154 |        154 |                                                   sympy.solvers.ode.subscheck
import time:       200 |        354 |                                                 sympy.solvers.ode.nonhomogeneous
import time:       179 |        179 |                                                   sympy.solvers.pde
import time:       259 |        437 |                                                 sympy.solvers.ode.lie_group
import time:      1184 |       2361 |                                               sympy.solvers.ode.single
import time:       904 |       3401 |                                             sympy.solvers.ode.ode
import time:       520 |        520 |                                             sympy.solvers.ode.systems
import time:       117 |       4037 |                                           sympy.solvers.ode
import time:       264 |        264 |                                           sympy.solvers.inequalities
import time:       103 |        103 |                                           sympy.solvers.decompogen
import time:       266 |        266 |                                           sympy.solvers.simplex
import time:       183 |       7733 |                                         sympy.solvers
import time:        89 |         89 |                                             sympy.geometry.exceptions
import time:      3574 |       3574 |                                               sympy.sets.handlers.intersection
import time:      1425 |       1425 |                                               sympy.sets.handlers.union
import time:      1252 |       6250 |                                             sympy.geometry.entity
import time:       544 |       6882 |                                           sympy.geometry.point
import time:       232 |        232 |                                             sympy.geometry.util
import time:       985 |       1216 |                                           sympy.geometry.line
import time:       271 |        271 |                                           sympy.geometry.plane
import time:      1394 |       1394 |                                             sympy.geometry.polygon
import time:       436 |       1829 |                                           sympy.geometry.ellipse
import time:       185 |        185 |                                           sympy.geometry.curve
import time:       175 |        175 |                                           sympy.geometry.parabola
import time:       181 |      10736 |                                         sympy.geometry
import time:       467 |        467 |                                           sympy.parsing.sympy_parser
import time:       104 |        571 |                                         sympy.parsing
import time:       474 |        474 |                                           sympy.algebras.quaternion
import time:       106 |        580 |                                         sympy.algebras
import time:        86 |         86 |                                               sympy.plotting.backends
import time:       163 |        163 |                                                 sympy.plotting.utils
import time:       125 |        125 |                                                     sympy.plotting.intervalmath.interval_membership
import time:       202 |        326 |                                                   sympy.plotting.intervalmath.interval_arithmetic
import time:       178 |        178 |                                                   sympy.plotting.intervalmath.lib_interval
import time:       131 |        634 |                                                 sympy.plotting.intervalmath
import time:      1268 |       2064 |                                               sympy.plotting.series
import time:       226 |       2376 |                                             sympy.plotting.backends.base_backend
import time:       262 |        262 |                                               sympy.plotting.backends.matplotlibbackend.matplotlib
import time:       104 |        365 |                                             sympy.plotting.backends.matplotlibbackend
import time:       172 |        172 |                                                 sympy.plotting.textplot
import time:       138 |        310 |                                               sympy.plotting.backends.textbackend.text
import time:        90 |        400 |                                             sympy.plotting.backends.textbackend
import time:       139 |        139 |                                             sympy.plotting.plotgrid
import time:       363 |       3641 |                                           sympy.plotting.plot
import time:       122 |        122 |                                           sympy.plotting.plot_implicit
import time:       103 |        103 |                                           sympy.plotting.pygletplot
import time:       135 |       3999 |                                         sympy.plotting
import time:       310 |        310 |                                           sympy.interactive.printing
import time:       211 |        211 |                                           sympy.interactive.session
import time:       118 |        118 |                                           sympy.interactive.traversal
import time:       113 |        751 |                                         sympy.interactive
import time:      1143 |     310959 |                                       sympy
import time:      1277 |       1277 |                                       torch.fx.experimental.recording
import time:       103 |        103 |                                         torch.utils._sympy
import time:       592 |        592 |                                         torch.utils._sympy.numbers
import time:      3654 |       4348 |                                       torch.utils._sympy.functions
import time:       372 |        372 |                                       torch.utils._sympy.printers
import time:       419 |        419 |                                       torch.utils._sympy.singleton_int
import time:       126 |        126 |                                       torch.utils._sympy.solve
import time:       285 |        285 |                                       torch.utils._sympy.symbol
import time:       143 |        143 |                                         torch.utils._sympy.interp
import time:      1100 |       1243 |                                       torch.utils._sympy.value_ranges
import time:       180 |        180 |                                       torch.fx.experimental._size_hinting
import time:     12266 |     331469 |                                     torch.fx.experimental.symbolic_shapes
import time:     22431 |     353900 |                                   torch.distributed.tensor._collective_utils
import time:       437 |        437 |                                   torch.distributed.tensor._ops._mask_buffer
import time:      1023 |     369235 |                                 torch.distributed.tensor.placement_types
import time:      1949 |     371184 |                               torch.distributed.tensor._dtensor_spec
import time:       301 |        301 |                                 torch.utils._cxx_pytree
import time:      1657 |       1957 |                               torch.distributed.tensor._op_schema
import time:       105 |        105 |                                 torch.distributed.tensor.device_mesh
import time:      1540 |       1644 |                               torch.distributed.tensor._ops.single_dim_strategy
import time:       354 |        354 |                                     torch.distributed.tensor._random
import time:       273 |        273 |                                       torch.distributed.tensor._utils
import time:       196 |        469 |                                     torch.distributed.tensor._nonlinear_redux
import time:      2459 |       2459 |                                     torch.distributed.tensor._redistribute
import time:       220 |        220 |                                       torch.distributed.tensor._decompositions
import time:       429 |        648 |                                     torch.distributed.tensor._sharding_prop
import time:       164 |        164 |                                     torch.distributed.tensor._tp_conv
import time:       314 |        314 |                                     torch.utils._cxx_pytree
import time:       394 |       4798 |                                   torch.distributed.tensor._dispatch
import time:       874 |       5671 |                                 torch.distributed.tensor._api
import time:       297 |       5967 |                               torch.distributed.tensor._ops.utils
import time:       284 |     381034 |                             torch.distributed.tensor._ops._conv_ops
import time:       176 |        176 |                             torch.distributed.tensor._ops._embedding_ops
import time:      2339 |       2339 |                             torch.distributed.tensor._ops._math_ops
import time:       487 |        487 |                               torch.distributed.tensor._ops._einsum_strategy
import time:       449 |        935 |                             torch.distributed.tensor._ops._matrix_ops
import time:     20775 |      20775 |                             torch.distributed.tensor._ops._pointwise_ops
import time:       299 |        299 |                             torch.distributed.tensor._ops._random_ops
import time:      1284 |       1284 |                             torch.distributed.tensor._ops._tensor_ops
import time:      2641 |       2641 |                             torch.distributed.tensor._ops._view_ops
import time:       489 |     409969 |                           torch.distributed.tensor._ops
import time:       237 |     410206 |                         torch.distributed.tensor
import time:       550 |     412039 |                       transformers.model_debugging_utils
import time:      1582 |    1702739 |                     transformers.utils.generic
import time:      1089 |    1713140 |                   transformers.utils.auto_docstring
import time:       517 |        517 |                   transformers.utils.backbone_utils
import time:      1021 |       1021 |                       jinja2.bccache
import time:       291 |        291 |                           markupsafe._speedups
import time:       373 |        664 |                         markupsafe
import time:      1431 |       1431 |                           jinja2.utils
import time:      2965 |       4395 |                         jinja2.nodes
import time:       431 |        431 |                           jinja2.exceptions
import time:       161 |        161 |                             jinja2.visitor
import time:       512 |        673 |                           jinja2.idtracking
import time:       208 |        208 |                           jinja2.optimizer
import time:      1557 |       2867 |                         jinja2.compiler
import time:       308 |        308 |                             jinja2.async_utils
import time:      1210 |       1210 |                             jinja2.runtime
import time:      2448 |       3965 |                           jinja2.filters
import time:       356 |        356 |                           jinja2.tests
import time:       167 |       4488 |                         jinja2.defaults
import time:       946 |        946 |                           jinja2._identifier
import time:      2320 |       3265 |                         jinja2.lexer
import time:       675 |        675 |                         jinja2.parser
import time:      1397 |      17749 |                       jinja2.environment
import time:       519 |        519 |                       jinja2.loaders
import time:       210 |      19498 |                     jinja2
import time:       658 |        658 |                     jinja2.ext
import time:       383 |        383 |                     jinja2.sandbox
import time:       139 |        139 |                         PIL._version
import time:       179 |        318 |                       PIL
import time:      2172 |       2172 |                       PIL.ExifTags
import time:       269 |        269 |                       PIL.ImageMode
import time:      1160 |       1160 |                       PIL.TiffTags
import time:       116 |        116 |                       PIL._binary
import time:        98 |         98 |                       PIL._deprecate
import time:       100 |        100 |                       PIL._util
import time:       246 |        246 |                             xml.parsers
import time:       294 |        294 |                             pyexpat
import time:       296 |        835 |                           xml.parsers.expat
import time:       269 |       1103 |                         defusedxml.common
import time:       145 |       1247 |                       defusedxml
import time:       223 |        223 |                           xml.etree
import time:       572 |        572 |                           xml.etree.ElementPath
import time:       123 |        123 |                           _elementtree
import time:       929 |       1846 |                         xml.etree.ElementTree
import time:         4 |          4 |                         _elementtree
import time:       937 |       2786 |                       defusedxml.ElementTree
import time:      1586 |       1586 |                       PIL._imaging
import time:      1695 |      11542 |                     PIL.Image
import time:      1436 |      33514 |                   transformers.utils.chat_template_utils
import time:       101 |        101 |                   transformers.utils.constants
import time:      1683 |       1683 |                   transformers.utils.hub
import time:       134 |        134 |                   transformers.utils.peft_utils
import time:     12177 |    1804393 |                 transformers.utils
import time:       121 |    1804513 |               transformers.utils.versions
import time:      5100 |    1809804 |             transformers.dependency_versions_check
import time:        90 |         90 |             transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:        89 |         89 |             transformers.utils.dummy_mistral_common_objects
import time:       199 |        199 |             transformers.utils.dummy_tf_objects
import time:       149 |        149 |             transformers.utils.dummy_flax_objects
import time:    240606 |    2050934 |           transformers
import time:       269 |        269 |               filecmp
import time:       445 |        714 |             transformers.dynamic_module_utils
import time:      1350 |       1350 |               tokenizers.tokenizers
import time:       105 |        105 |                   tokenizers.decoders
import time:        82 |         82 |                   tokenizers.models
import time:        91 |         91 |                   tokenizers.normalizers
import time:        87 |         87 |                   tokenizers.pre_tokenizers
import time:        79 |         79 |                   tokenizers.processors
import time:       442 |        883 |                 tokenizers.implementations.base_tokenizer
import time:       203 |        203 |                 tokenizers.implementations.bert_wordpiece
import time:       181 |        181 |                 tokenizers.implementations.byte_level_bpe
import time:       128 |        128 |                 tokenizers.implementations.char_level_bpe
import time:       114 |        114 |                 tokenizers.implementations.sentencepiece_bpe
import time:       185 |        185 |                 tokenizers.implementations.sentencepiece_unigram
import time:       159 |       1851 |               tokenizers.implementations
import time:       551 |       3751 |             tokenizers
import time:      2478 |       6942 |           transformers.tokenization_utils_base
import time:        94 |         94 |             tokenizers.trainers
import time:       821 |        821 |             transformers.convert_slow_tokenizer
import time:      2283 |       2283 |               transformers.integrations
import time:       359 |       2642 |             transformers.integrations.ggml
import time:       446 |        446 |             transformers.modeling_gguf_pytorch_utils
import time:       381 |        381 |             transformers.tokenization_utils
import time:       436 |       4818 |           transformers.tokenization_utils_fast
import time:       212 |        212 |           transformers.models.gpt2.tokenization_gpt2
import time:    396991 |    2640581 |         langchain_core.output_parsers.base
import time:      3131 |    2653112 |       langchain_core.prompts.base
import time:       101 |        101 |           langchain_core.utils.formatting
import time:       287 |        287 |           jinja2.meta
import time:      1150 |       1537 |         langchain_core.prompts.string
import time:       969 |       2505 |       langchain_core.prompts.dict
import time:      1764 |       1764 |       langchain_core.prompts.image
import time:       259 |        259 |       langchain_core.prompts.message
import time:       965 |        965 |       langchain_core.prompts.prompt
import time:       222 |        222 |       langchain_core.tools
import time:        95 |         95 |         pydantic.alias_generators
import time:      2527 |       2622 |       langchain_core.tools.base
import time:      1124 |       1124 |                     openai._types
import time:        93 |         93 |                             sniffio._version
import time:       109 |        109 |                             sniffio._impl
import time:       130 |        330 |                           sniffio
import time:       241 |        571 |                         openai._utils._utils
import time:       146 |        717 |                       openai._utils._logs
import time:       227 |        227 |                       openai._utils._path
import time:       109 |        109 |                             anyio._core
import time:       284 |        392 |                           anyio._core._contextmanagers
import time:       273 |        273 |                             anyio._core._exceptions
import time:       158 |        430 |                           anyio._core._eventloop
import time:      1360 |       1360 |                                 anyio.abc._eventloop
import time:       135 |        135 |                                 anyio.abc._resources
import time:       261 |        261 |                                   anyio._core._typedattr
import time:       181 |        181 |                                     anyio.abc._tasks
import time:       735 |        916 |                                   anyio.abc._streams
import time:       791 |       1968 |                                 anyio.abc._sockets
import time:       144 |        144 |                                 anyio.abc._subprocesses
import time:       131 |        131 |                                 anyio.abc._testing
import time:       834 |        834 |                                   anyio.lowlevel
import time:       397 |        397 |                                   anyio._core._tasks
import time:       263 |        263 |                                   anyio._core._testing
import time:      2611 |       4104 |                                 anyio._core._synchronization
import time:       771 |        771 |                                 anyio.from_thread
import time:       240 |       8849 |                               anyio.abc
import time:        91 |       8940 |                             anyio.to_thread
import time:       767 |       9707 |                           anyio._core._fileio
import time:       112 |        112 |                           anyio._core._resources
import time:        88 |         88 |                           anyio._core._signals
import time:        90 |         90 |                               anyio.streams
import time:       790 |        880 |                             anyio.streams.stapled
import time:       739 |        739 |                             anyio.streams.tls
import time:       766 |       2384 |                           anyio._core._sockets
import time:      1418 |       1418 |                             anyio.streams.memory
import time:       150 |       1568 |                           anyio._core._streams
import time:       132 |        132 |                           anyio._core._subprocesses
import time:       319 |        319 |                           anyio._core._tempfile
import time:       313 |      15440 |                         anyio
import time:       107 |      15546 |                       openai._utils._sync
import time:       151 |        151 |                       openai._utils._proxy
import time:       105 |        105 |                         openai._utils._datetime_parse
import time:       110 |        214 |                       openai._utils._compat
import time:       120 |        120 |                       openai._utils._typing
import time:        82 |         82 |                       openai._utils._streams
import time:       205 |        205 |                         openai._files
import time:       215 |        420 |                       openai._utils._transform
import time:        94 |         94 |                       openai._utils._reflection
import time:       199 |      17764 |                     openai._utils
import time:       424 |        424 |                     openai._compat
import time:       103 |        103 |                     openai._constants
import time:      4945 |      24358 |                   openai._models
import time:       326 |        326 |                   openai.types.batch_error
import time:       486 |        486 |                   openai.types.batch_usage
import time:       123 |        123 |                       openai.types.shared.metadata
import time:       128 |        128 |                         openai.types.shared.reasoning_effort
import time:       450 |        577 |                       openai.types.shared.reasoning
import time:       134 |        134 |                         openai.types.shared.chat_model
import time:       146 |        280 |                       openai.types.shared.all_models
import time:       287 |        287 |                       openai.types.shared.error_object
import time:       362 |        362 |                         openai.types.shared.comparison_filter
import time:       315 |        676 |                       openai.types.shared.compound_filter
import time:       115 |        115 |                       openai.types.shared.responses_model
import time:       117 |        117 |                       openai.types.shared.oauth_error_code
import time:        88 |         88 |                         openai.types.shared.function_parameters
import time:       302 |        390 |                       openai.types.shared.function_definition
import time:       235 |        235 |                       openai.types.shared.response_format_text
import time:       421 |        421 |                       openai.types.shared.custom_tool_input_format
import time:       213 |        213 |                       openai.types.shared.response_format_json_object
import time:       461 |        461 |                       openai.types.shared.response_format_json_schema
import time:       288 |        288 |                       openai.types.shared.response_format_text_python
import time:       220 |        220 |                       openai.types.shared.response_format_text_grammar
import time:       265 |       4660 |                     openai.types.shared
import time:        29 |       4689 |                   openai.types.shared.metadata
import time:       239 |        239 |                   openai.types.batch_request_counts
import time:       875 |      30971 |                 openai.types.batch
import time:       276 |        276 |                 openai.types.image
import time:       259 |        259 |                 openai.types.model
import time:       289 |        289 |                 openai.types.skill
import time:        98 |         98 |                   openai.types.video_size
import time:       119 |        119 |                   openai.types.video_model
import time:        86 |         86 |                   openai.types.video_seconds
import time:       220 |        220 |                   openai.types.video_create_error
import time:       574 |       1095 |                 openai.types.video
import time:       343 |        343 |                   openai.types.file_object
import time:       370 |        713 |                 openai.types.upload
import time:       255 |        255 |                 openai.types.embedding
import time:        77 |         77 |                 openai.types.chat_model
import time:       577 |        577 |                   openai.types.completion_usage
import time:       540 |        540 |                   openai.types.completion_choice
import time:       328 |       1444 |                 openai.types.completion
import time:      1611 |       1611 |                 openai.types.moderation
import time:       293 |        293 |                 openai.types.skill_list
import time:        96 |         96 |                 openai.types.audio_model
import time:        86 |         86 |                 openai.types.image_model
import time:        73 |         73 |                 openai.types.file_content
import time:       219 |        219 |                 openai.types.file_deleted
import time:        91 |         91 |                 openai.types.file_purpose
import time:       705 |        705 |                 openai.types.vector_store
import time:       242 |        242 |                 openai.types.deleted_skill
import time:       216 |        216 |                 openai.types.model_deleted
import time:        90 |         90 |                 openai.types.embedding_model
import time:       838 |        838 |                 openai.types.images_response
import time:       173 |        173 |                 openai.types.eval_list_params
import time:       142 |        142 |                 openai.types.file_list_params
import time:        93 |         93 |                 openai.types.moderation_model
import time:       111 |        111 |                 openai.types.batch_list_params
import time:       343 |        343 |                 openai.types.image_edit_params
import time:       140 |        140 |                 openai.types.skill_list_params
import time:       183 |        183 |                 openai.types.video_edit_params
import time:       143 |        143 |                 openai.types.video_list_params
import time:        97 |         97 |                 openai.types.video_model_param
import time:       186 |        186 |                       openai.types.shared_params.metadata
import time:       256 |        256 |                       openai.types.shared_params.reasoning
import time:       141 |        141 |                       openai.types.shared_params.chat_model
import time:       250 |        250 |                         openai.types.shared_params.comparison_filter
import time:       206 |        455 |                       openai.types.shared_params.compound_filter
import time:       110 |        110 |                       openai.types.shared_params.responses_model
import time:        76 |         76 |                       openai.types.shared_params.oauth_error_code
import time:        75 |         75 |                       openai.types.shared_params.reasoning_effort
import time:        64 |         64 |                         openai.types.shared_params.function_parameters
import time:       146 |        210 |                       openai.types.shared_params.function_definition
import time:       114 |        114 |                       openai.types.shared_params.response_format_text
import time:       197 |        197 |                       openai.types.shared_params.custom_tool_input_format
import time:       117 |        117 |                       openai.types.shared_params.response_format_json_object
import time:       191 |        191 |                       openai.types.shared_params.response_format_json_schema
import time:       296 |       2420 |                     openai.types.shared_params
import time:      2052 |       4471 |                   openai.types.shared_params.metadata
import time:       380 |        380 |                         openai.types.graders.python_grader
import time:       999 |        999 |                                   openai.types.responses.web_search_tool
import time:       538 |        538 |                                   openai.types.responses.custom_tool
import time:       379 |        379 |                                   openai.types.responses.computer_tool
import time:       485 |        485 |                                   openai.types.responses.function_tool
import time:       969 |        969 |                                   openai.types.responses.namespace_tool
import time:       365 |        365 |                                   openai.types.responses.apply_patch_tool
import time:      1271 |       1271 |                                   openai.types.responses.file_search_tool
import time:       561 |        561 |                                   openai.types.responses.tool_search_tool
import time:       278 |        278 |                                         openai.types.responses.inline_skill_source
import time:       256 |        533 |                                       openai.types.responses.inline_skill
import time:       248 |        248 |                                       openai.types.responses.skill_reference
import time:       211 |        211 |                                       openai.types.responses.container_network_policy_disabled
import time:       230 |        230 |                                         openai.types.responses.container_network_policy_domain_secret
import time:       284 |        513 |                                       openai.types.responses.container_network_policy_allowlist
import time:       524 |       2028 |                                     openai.types.responses.container_auto
import time:       262 |        262 |                                       openai.types.responses.local_skill
import time:       358 |        620 |                                     openai.types.responses.local_environment
import time:       316 |        316 |                                     openai.types.responses.container_reference
import time:       615 |       3576 |                                   openai.types.responses.function_shell_tool
import time:       828 |        828 |                                   openai.types.responses.web_search_preview_tool
import time:       502 |        502 |                                   openai.types.responses.computer_use_preview_tool
import time:      4748 |      15216 |                                 openai.types.responses.tool
import time:       441 |        441 |                                   openai.types.responses.response_error
import time:       745 |        745 |                                   openai.types.responses.response_usage
import time:       450 |        450 |                                     openai.types.responses.response_input_file
import time:       301 |        301 |                                     openai.types.responses.response_input_text
import time:       356 |        356 |                                     openai.types.responses.response_input_image
import time:       560 |       1666 |                                   openai.types.responses.response_prompt
import time:       191 |        191 |                                   openai.types.responses.response_status
import time:       338 |        338 |                                   openai.types.responses.tool_choice_mcp
import time:       277 |        277 |                                   openai.types.responses.tool_choice_shell
import time:       342 |        342 |                                   openai.types.responses.tool_choice_types
import time:       306 |        306 |                                   openai.types.responses.tool_choice_custom
