import time: self [us] | cumulative | imported package
import time:       197 |        438 |                                           torch.nn.parallel.replicate
import time:       210 |        210 |                                             torch.nn.parallel._functions
import time:       138 |        347 |                                           torch.nn.parallel.scatter_gather
import time:       292 |       1193 |                                         torch.nn.parallel.data_parallel
import time:       300 |        300 |                                               torch.distributed.algorithms.join
import time:       100 |        400 |                                             torch.distributed.algorithms
import time:        18 |        418 |                                           torch.distributed.algorithms.join
import time:       294 |        294 |                                           torch.distributed.utils
import time:      1623 |       2334 |                                         torch.nn.parallel.distributed
import time:       152 |       3678 |                                       torch.nn.parallel
import time:       255 |     156497 |                                     torch.nn
import time:        42 |     156539 |                                   torch.nn.functional
import time:       114 |        114 |                                     torch._linalg_utils
import time:       256 |        370 |                                   torch._lowrank
import time:      2329 |     159237 |                                 torch.functional
import time:        96 |         96 |                                 torch.__config__
import time:       359 |        359 |                                   torch.accelerator._utils
import time:       326 |        326 |                                   torch.accelerator.graphs
import time:       251 |        251 |                                   torch.accelerator.memory
import time:       232 |       1167 |                                 torch.accelerator
import time:       160 |        160 |                                     torch.cpu.amp.autocast_mode
import time:       106 |        106 |                                     torch.cpu.amp.grad_scaler
import time:       244 |        509 |                                   torch.cpu.amp
import time:       243 |        752 |                                 torch.cpu
import time:       460 |        460 |                                     torch.distributions.constraints
import time:       324 |        324 |                                       torch.distributions.utils
import time:       285 |        609 |                                     torch.distributions.distribution
import time:       932 |       1999 |                                   torch.distributions.transforms
import time:       165 |        165 |                                     torch.distributions.exp_family
import time:       406 |        571 |                                   torch.distributions.bernoulli
import time:       227 |        227 |                                     torch.distributions.dirichlet
import time:       318 |        544 |                                   torch.distributions.beta
import time:       414 |        414 |                                   torch.distributions.binomial
import time:       355 |        355 |                                   torch.distributions.categorical
import time:       302 |        302 |                                   torch.distributions.cauchy
import time:       171 |        171 |                                     torch.distributions.gamma
import time:       265 |        436 |                                   torch.distributions.chi2
import time:       507 |        507 |                                   torch.distributions.constraint_registry
import time:       370 |        370 |                                   torch.distributions.continuous_bernoulli
import time:       294 |        294 |                                   torch.distributions.exponential
import time:       303 |        303 |                                   torch.distributions.fishersnedecor
import time:       377 |        377 |                                   torch.distributions.generalized_pareto
import time:       327 |        327 |                                   torch.distributions.geometric
import time:       156 |        156 |                                       torch.distributions.independent
import time:       200 |        355 |                                     torch.distributions.transformed_distribution
import time:       183 |        183 |                                     torch.distributions.uniform
import time:       299 |        837 |                                   torch.distributions.gumbel
import time:       293 |        293 |                                   torch.distributions.half_cauchy
import time:       168 |        168 |                                     torch.distributions.normal
import time:       307 |        474 |                                   torch.distributions.half_normal
import time:       285 |        285 |                                   torch.distributions.inverse_gamma
import time:       130 |        130 |                                     torch.distributions.laplace
import time:       154 |        154 |                                       torch.distributions.multivariate_normal
import time:       169 |        323 |                                     torch.distributions.lowrank_multivariate_normal
import time:       152 |        152 |                                     torch.distributions.one_hot_categorical
import time:       180 |        180 |                                     torch.distributions.pareto
import time:       137 |        137 |                                     torch.distributions.poisson
import time:       624 |       1543 |                                   torch.distributions.kl
import time:       335 |        335 |                                   torch.distributions.kumaraswamy
import time:       298 |        298 |                                   torch.distributions.lkj_cholesky
import time:       261 |        261 |                                   torch.distributions.log_normal
import time:       270 |        270 |                                   torch.distributions.logistic_normal
import time:       337 |        337 |                                   torch.distributions.mixture_same_family
import time:       338 |        338 |                                   torch.distributions.multinomial
import time:       393 |        393 |                                   torch.distributions.negative_binomial
import time:       347 |        347 |                                   torch.distributions.relaxed_bernoulli
import time:       328 |        328 |                                   torch.distributions.relaxed_categorical
import time:       311 |        311 |                                   torch.distributions.studentT
import time:       335 |        335 |                                         torch.jit._builtins
import time:      2613 |       2948 |                                       torch.jit._async
import time:       130 |        130 |                                       torch.jit._await
import time:        98 |         98 |                                       torch.jit._decomposition_utils
import time:       153 |        153 |                                           torch._classes
import time:       141 |        141 |                                           torch.jit._fuser
import time:        89 |         89 |                                             monkeytype
import time:       184 |        273 |                                           torch.jit._monkeytype_config
import time:       129 |        129 |                                             torch.jit._check
import time:       149 |        149 |                                             torch.jit._state
import time:       264 |        264 |                                               torch.jit.annotations
import time:       118 |        118 |                                               torch.jit._dataclass_impls
import time:       557 |        939 |                                             torch.jit.frontend
import time:       511 |       1726 |                                           torch.jit._recursive
import time:       111 |        111 |                                           torch.jit._serialization
import time:      1086 |       3487 |                                         torch.jit._script
import time:       111 |       3597 |                                       torch.jit._freeze
import time:       106 |        106 |                                       torch.jit._ir_utils
import time:       735 |        735 |                                       torch.jit._trace
import time:       339 |       7950 |                                     torch.jit
import time:       550 |       8499 |                                   torch.distributions.von_mises
import time:       320 |        320 |                                   torch.distributions.weibull
import time:       431 |        431 |                                   torch.distributions.wishart
import time:       485 |      23168 |                                 torch.distributions
import time:       248 |        248 |                                 torch.fft
import time:       486 |        486 |                                 torch.hub
import time:       260 |        260 |                                 torch.linalg
import time:       326 |        326 |                                   torch.mps.profiler
import time:       211 |        211 |                                   torch.mps.event
import time:       159 |        694 |                                 torch.mps
import time:       185 |        185 |                                   torch._environment
import time:       228 |        228 |                                   torch.mtia._utils
import time:       228 |        228 |                                   torch.mtia.memory
import time:       306 |        306 |                                   torch.mtia.mtia_graph
import time:       294 |       1240 |                                 torch.mtia
import time:       259 |        259 |                                     multiprocessing.util
import time:       198 |        198 |                                     multiprocessing.resource_sharer
import time:       405 |        862 |                                   torch.multiprocessing.reductions
import time:        42 |         42 |                                       _multiprocessing
import time:        62 |         62 |                                       _winapi
import time:       495 |        598 |                                     multiprocessing.connection
import time:       352 |        949 |                                   torch.multiprocessing.spawn
import time:        72 |         72 |                                       runpy
import time:       146 |        218 |                                     multiprocessing.spawn
import time:        68 |         68 |                                     _posixshmem
import time:       299 |        584 |                                   multiprocessing.resource_tracker
import time:       190 |       2582 |                                 torch.multiprocessing
import time:       187 |        187 |                                     torch.nested._internal
import time:       217 |        217 |                                               torch.fx._compatibility
import time:       301 |        518 |                                             torch.fx.immutable_collections
import time:        81 |         81 |                                                   torch.fx.experimental
import time:       835 |        835 |                                                   torch.fx.experimental._config
import time:       131 |        131 |                                                     torch.utils._dtype_abbrs
import time:       494 |        494 |                                                       torch.return_types
import time:       150 |        644 |                                                     torch.fx._pytree
import time:        91 |         91 |                                                         torch.utils._inspect
import time:       622 |        713 |                                                       torch.fx.operator_schemas
import time:      7416 |       8129 |                                                     torch.fx.node
import time:      3146 |      12049 |                                                   torch.fx.graph
import time:       655 |      13618 |                                                 torch.fx.graph_module
import time:       220 |      13837 |                                               torch.fx._lazy_graph_module
import time:       513 |        513 |                                                 torch.fx.traceback
import time:       330 |        330 |                                                       pkgutil
import time:       146 |        146 |                                                       torch._logging.structured
import time:      1954 |       1954 |                                                         unittest.mock
import time:       258 |        258 |                                                         torch.utils._ordered_set
import time:       151 |        151 |                                                         torch.utils._traceback
import time:       355 |        355 |                                                         torch.utils.weak
import time:      5825 |       8541 |                                                       torch._guards
import time:      1424 |      10440 |                                                     torch._logging._internal
import time:       202 |      10641 |                                                   torch._logging._registrations
import time:       117 |      10758 |                                                 torch._logging
import time:       799 |      12069 |                                               torch.fx.proxy
import time:      1095 |      27000 |                                             torch.fx._symbolic_trace
import time:        70 |         70 |                                               torch.fx.config
import time:       553 |        623 |                                             torch.fx.interpreter
import time:       654 |        654 |                                             torch.fx.subgraph_rewriter
import time:       162 |      28955 |                                           torch.fx
import time:        19 |      28973 |                                         torch.fx.experimental
import time:       149 |      29121 |                                       torch.fx.experimental._constant_symnode
import time:       188 |      29309 |                                     torch.nested._internal.nested_int
import time:       695 |      30190 |                                   torch.nested._internal.nested_tensor
import time:       179 |      30368 |                                 torch.nested
import time:       388 |        388 |                                     torch.optim.optimizer
import time:       867 |       1254 |                                   torch.optim.lr_scheduler
import time:       363 |        363 |                                   torch.optim.swa_utils
import time:       374 |        374 |                                   torch.optim._adafactor
import time:       319 |        319 |                                   torch.optim._muon
import time:       309 |        309 |                                   torch.optim.adadelta
import time:       281 |        281 |                                   torch.optim.adagrad
import time:       428 |        428 |                                   torch.optim.adam
import time:       328 |        328 |                                   torch.optim.adamax
import time:       238 |        238 |                                   torch.optim.adamw
import time:       329 |        329 |                                   torch.optim.asgd
import time:       410 |        410 |                                   torch.optim.lbfgs
import time:       374 |        374 |                                   torch.optim.nadam
import time:       440 |        440 |                                   torch.optim.radam
import time:       342 |        342 |                                   torch.optim.rmsprop
import time:       347 |        347 |                                   torch.optim.rprop
import time:       285 |        285 |                                   torch.optim.sgd
import time:       126 |        126 |                                     torch.optim._functional
import time:       380 |        505 |                                   torch.optim.sparse_adam
import time:       299 |       7220 |                                 torch.optim
import time:       470 |        470 |                                     gzip
import time:      1505 |       1505 |                                       torch.profiler._utils
import time:      2597 |       4102 |                                     torch.profiler._memory_profiler
import time:      2316 |       6887 |                                   torch.profiler.profiler
import time:       274 |        274 |                                   torch.profiler.itt
import time:       205 |       7365 |                                 torch.profiler
import time:       240 |        240 |                                 torch.special
import time:       238 |        238 |                                   torch.xpu._utils
import time:       492 |        492 |                                   torch.xpu.graphs
import time:       303 |        303 |                                   torch.xpu.streams
import time:       617 |        617 |                                   torch.xpu.memory
import time:       306 |        306 |                                   torch.xpu.random
import time:       343 |       2296 |                                 torch.xpu
import time:       288 |        288 |                                     torch.signal.windows.windows
import time:       216 |        504 |                                   torch.signal.windows
import time:       113 |        616 |                                 torch.signal
import time:        90 |         90 |                                 torch.ao
import time:       215 |        215 |                                     torch.ao.nn
import time:       267 |        267 |                                       torch.ao.nn.intrinsic.modules.fused
import time:       177 |        444 |                                     torch.ao.nn.intrinsic.modules
import time:       241 |        900 |                                   torch.ao.nn.intrinsic
import time:       148 |        148 |                                     torch.nn.intrinsic.modules.fused
import time:       220 |        367 |                                   torch.nn.intrinsic.modules
import time:       271 |        271 |                                                   torch.ao.nn.qat.modules.conv
import time:       171 |        171 |                                                   torch.ao.nn.qat.modules.embedding_ops
import time:       133 |        133 |                                                   torch.ao.nn.qat.modules.linear
import time:       131 |        705 |                                                 torch.ao.nn.qat.modules
import time:        89 |        793 |                                               torch.ao.nn.qat
import time:       514 |       1307 |                                             torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       218 |        218 |                                             torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       130 |        130 |                                             torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:       143 |       1796 |                                           torch.ao.nn.intrinsic.qat.modules
import time:        82 |       1878 |                                         torch.ao.nn.intrinsic.qat
import time:        97 |       1975 |                                       torch.nn.intrinsic.qat.modules.conv_fused
import time:        75 |         75 |                                       torch.nn.intrinsic.qat.modules.linear_fused
import time:        70 |         70 |                                       torch.nn.intrinsic.qat.modules.linear_relu
import time:       263 |       2381 |                                     torch.nn.intrinsic.qat.modules
import time:       185 |       2565 |                                   torch.nn.intrinsic.qat
import time:       297 |        297 |                                                               torch.ao.nn.quantizable.modules.activation
import time:       365 |        365 |                                                               torch.ao.nn.quantizable.modules.rnn
import time:       152 |        813 |                                                             torch.ao.nn.quantizable.modules
import time:        85 |        897 |                                                           torch.ao.nn.quantizable
import time:       323 |        323 |                                                           torch.ao.nn.quantized.modules.activation
import time:       168 |        168 |                                                           torch.ao.nn.quantized.modules.batchnorm
import time:       165 |        165 |                                                             torch.ao.nn.quantized.modules.utils
import time:       627 |        791 |                                                           torch.ao.nn.quantized.modules.conv
import time:       126 |        126 |                                                           torch.ao.nn.quantized.modules.dropout
import time:       238 |        238 |                                                           torch.ao.nn.quantized.modules.embedding_ops
import time:       169 |        169 |                                                           torch.ao.nn.quantized.modules.functional_modules
import time:       196 |        196 |                                                           torch.ao.nn.quantized.modules.linear
import time:       193 |        193 |                                                           torch.ao.nn.quantized.modules.normalization
import time:       101 |        101 |                                                           torch.ao.nn.quantized.modules.rnn
import time:       259 |       3457 |                                                         torch.ao.nn.quantized.modules
import time:        17 |       3473 |                                                       torch.ao.nn.quantized.modules.utils
import time:       252 |       3725 |                                                     torch.ao.nn.quantized.functional
import time:       112 |       3837 |                                                   torch.ao.nn.quantized
import time:       172 |       4009 |                                                 torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       154 |        154 |                                                 torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       242 |        242 |                                                 torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       164 |        164 |                                                 torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       155 |       4723 |                                               torch.ao.nn.intrinsic.quantized.modules
import time:        92 |       4814 |                                             torch.ao.nn.intrinsic.quantized
import time:       260 |        260 |                                                     torch.ao.nn.quantized.dynamic.modules.conv
import time:       126 |        126 |                                                     torch.ao.nn.quantized.dynamic.modules.linear
import time:       492 |        492 |                                                     torch.ao.nn.quantized.dynamic.modules.rnn
import time:       146 |       1022 |                                                   torch.ao.nn.quantized.dynamic.modules
import time:        81 |       1103 |                                                 torch.ao.nn.quantized.dynamic
import time:       145 |       1247 |                                               torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       114 |       1360 |                                             torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:        97 |       6271 |                                           torch.ao.nn.intrinsic.quantized.dynamic
import time:        90 |       6361 |                                         torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       108 |       6468 |                                       torch.nn.intrinsic.quantized.dynamic.modules
import time:       115 |       6582 |                                     torch.nn.intrinsic.quantized.dynamic
import time:        95 |         95 |                                       torch.nn.intrinsic.quantized.modules.bn_relu
import time:        66 |         66 |                                       torch.nn.intrinsic.quantized.modules.conv_relu
import time:        64 |         64 |                                       torch.nn.intrinsic.quantized.modules.linear_relu
import time:       112 |        335 |                                     torch.nn.intrinsic.quantized.modules
import time:       291 |       7207 |                                   torch.nn.intrinsic.quantized
import time:       145 |      11182 |                                 torch.nn.intrinsic
import time:       167 |        167 |                                                 torch.ao.nn.qat.dynamic.modules.linear
import time:       101 |        267 |                                               torch.ao.nn.qat.dynamic.modules
import time:        95 |        361 |                                             torch.ao.nn.qat.dynamic
import time:        17 |        378 |                                           torch.ao.nn.qat.dynamic.modules
import time:        16 |        394 |                                         torch.ao.nn.qat.dynamic.modules.linear
import time:        95 |        488 |                                       torch.nn.qat.dynamic.modules.linear
import time:       162 |        650 |                                     torch.nn.qat.dynamic.modules
import time:       221 |        870 |                                   torch.nn.qat.dynamic
import time:       103 |        103 |                                     torch.nn.qat.modules.conv
import time:        68 |         68 |                                     torch.nn.qat.modules.embedding_ops
import time:        65 |         65 |                                     torch.nn.qat.modules.linear
import time:       294 |        529 |                                   torch.nn.qat.modules
import time:       112 |       1511 |                                 torch.nn.qat
import time:       194 |        194 |                                   torch.nn.quantizable.modules
import time:        86 |        279 |                                 torch.nn.quantizable
import time:       196 |        196 |                                   torch.nn.quantized.dynamic
import time:       159 |        159 |                                   torch.nn.quantized.functional
import time:       178 |        178 |                                   torch.nn.quantized.modules
import time:       136 |        667 |                                 torch.nn.quantized
import time:        84 |         84 |                                 torch._size_docs
import time:        75 |         75 |                                 torch._storage_docs
import time:       764 |        764 |                                 torch._tensor_docs
import time:       181 |        181 |                                               torch.ao.quantization.quant_type
import time:       267 |        447 |                                             torch.ao.quantization.utils
import time:      2348 |       2795 |                                           torch.ao.quantization.observer
import time:       277 |       3071 |                                         torch.ao.quantization.fake_quantize
import time:       139 |        139 |                                           torch.ao.quantization.fuser_method_mappings
import time:       129 |        267 |                                         torch.ao.quantization.fuse_modules
import time:      1006 |       1006 |                                         torch.ao.quantization.qconfig
import time:       185 |        185 |                                         torch.ao.quantization.qconfig_mapping
import time:       172 |        172 |                                                 torch.ao.nn.quantized.reference.modules.utils
import time:       338 |        510 |                                               torch.ao.nn.quantized.reference.modules.conv
import time:       146 |        146 |                                               torch.ao.nn.quantized.reference.modules.linear
import time:       463 |        463 |                                               torch.ao.nn.quantized.reference.modules.rnn
import time:       167 |        167 |                                               torch.ao.nn.quantized.reference.modules.sparse
import time:       173 |       1456 |                                             torch.ao.nn.quantized.reference.modules
import time:       104 |       1560 |                                           torch.ao.nn.quantized.reference
import time:       175 |        175 |                                                   torch.ao.nn.sparse.quantized.linear
import time:       116 |        116 |                                                   torch.ao.nn.sparse.quantized.utils
import time:       198 |        488 |                                                 torch.ao.nn.sparse.quantized.dynamic.linear
import time:       113 |        601 |                                               torch.ao.nn.sparse.quantized.dynamic
import time:       149 |        750 |                                             torch.ao.nn.sparse.quantized
import time:       111 |        861 |                                           torch.ao.nn.sparse
import time:       127 |        127 |                                           torch.ao.quantization.stubs
import time:       526 |       3071 |                                         torch.ao.quantization.quantization_mappings
import time:       317 |        317 |                                         torch.ao.quantization.quantize
import time:       172 |        172 |                                         torch.ao.quantization.quantize_jit
import time:       269 |       8355 |                                       torch.ao.quantization
import time:        85 |       8439 |                                     torch.ao.quantization.fake_quantize
import time:       228 |       8667 |                                   torch.quantization.fake_quantize
import time:       181 |        181 |                                   torch.quantization.fuse_modules
import time:       163 |        163 |                                   torch.quantization.fuser_method_mappings
import time:       173 |        173 |                                   torch.quantization.observer
import time:       175 |        175 |                                   torch.quantization.qconfig
import time:       156 |        156 |                                   torch.quantization.quant_type
import time:       158 |        158 |                                   torch.quantization.quantization_mappings
import time:       169 |        169 |                                   torch.quantization.quantize
import time:       155 |        155 |                                   torch.quantization.quantize_jit
import time:       151 |        151 |                                   torch.quantization.stubs
import time:       201 |      10344 |                                 torch.quantization
import time:       131 |        131 |                                 torch.quasirandom
import time:        94 |         94 |                                 torch.multiprocessing._atfork
import time:       421 |        421 |                                 torch._lobpcg
import time:       103 |        103 |                                     torch.masked._docs
import time:       245 |        245 |                                           torch.masked.maskedtensor.core
import time:      2163 |       2408 |                                         torch.masked.maskedtensor.binary
import time:       556 |        556 |                                         torch.masked.maskedtensor.passthrough
import time:        71 |         71 |                                           torch.masked.maskedtensor.creation
import time:       700 |        770 |                                         torch.masked.maskedtensor.reductions
import time:      2079 |       2079 |                                         torch.masked.maskedtensor.unary
import time:       140 |       5950 |                                       torch.masked.maskedtensor
import time:        35 |       5984 |                                     torch.masked.maskedtensor.core
import time:       875 |       6961 |                                   torch.masked._ops
import time:       119 |       7079 |                                 torch.masked
import time:       288 |        288 |                                 torch.utils.dlpack
import time:        76 |         76 |                                               torch._dispatch
import time:       270 |        345 |                                             torch._dispatch.python
import time:      1328 |       1328 |                                                   torch._library.fake_profile
import time:       102 |        102 |                                                     torch.utils._mode_utils
import time:      4918 |       5020 |                                                   torch._subclasses.meta_utils
import time:       126 |        126 |                                                   torch.utils._stats
import time:      1832 |       1832 |                                                     torch.fx.experimental.sym_node
import time:      1774 |       3605 |                                                   torch._subclasses._fake_tensor_utils
import time:        91 |         91 |                                                     torch._custom_op
import time:      3270 |       3360 |                                                   torch._subclasses.fake_impls
import time:      5672 |      19109 |                                                 torch._subclasses.fake_tensor
import time:       293 |        293 |                                                 torch._subclasses.fake_utils
import time:       109 |      19510 |                                               torch._subclasses
import time:        22 |      19532 |                                             torch._subclasses.meta_utils
import time:       466 |      20342 |                                           torch.fx.passes.shape_prop
import time:        90 |         90 |                                           pydot
import time:       300 |      20730 |                                         torch.fx.passes.graph_drawer
import time:       260 |        260 |                                         torch.fx.passes.graph_manipulation
import time:       816 |        816 |                                                 torch.fx.passes.utils.matcher_utils
import time:       230 |       1046 |                                               torch.fx.passes.utils.common
import time:        98 |       1144 |                                             torch.fx.passes.utils
import time:       675 |        675 |                                             torch.fx.passes.tools_common
import time:       686 |       2503 |                                           torch.fx.passes.split_utils
import time:       598 |       3101 |                                         torch.fx.passes.net_min_base
import time:       429 |        429 |                                         torch.fx.passes.operator_support
import time:       188 |        188 |                                         torch.fx.passes.param_fetch
import time:       271 |        271 |                                         torch.fx.passes.regional_inductor
import time:       824 |        824 |                                         torch.fx.passes.reinplace
import time:       111 |        111 |                                           torch.fx._utils
import time:       791 |        791 |                                             torch._subclasses.functional_tensor
import time:       164 |        164 |                                             torch.utils._thunk
import time:        93 |         93 |                                             torch.fx.experimental._backward_state
import time:      1941 |       2987 |                                           torch.fx.experimental.proxy_tensor
import time:       371 |       3467 |                                         torch.fx.passes.runtime_assert
import time:       298 |        298 |                                         torch.fx.passes.split_module
import time:       874 |        874 |                                         torch.fx.passes.splitter_base
import time:       285 |      30723 |                                       torch.fx.passes
import time:       185 |        185 |                                         torch.fx.passes.infra.pass_base
import time:       275 |        460 |                                       torch.fx.passes.infra.pass_manager
import time:       219 |      31401 |                                     torch.fx.passes.infra
import time:        32 |      31433 |                                   torch.fx.passes.infra.pass_base
import time:       515 |        515 |                                   torch.export.custom_ops
import time:       250 |        250 |                                   torch.export._state_dict_utils
import time:        95 |         95 |                                         torch.export._tree_utils
import time:      2769 |       2769 |                                         torch.export.graph_signature
import time:       182 |        182 |                                               torch._custom_op.autograd
import time:       748 |        929 |                                             torch._custom_op.impl
import time:       146 |       1075 |                                           torch._custom_ops
import time:       782 |        782 |                                           torch._export.utils
import time:      2006 |       2006 |                                                       torch._higher_order_ops.schema
import time:       790 |       2796 |                                                     torch._higher_order_ops.utils
import time:      1496 |       4292 |                                                   torch._higher_order_ops.auto_functionalize
import time:       303 |       4595 |                                                 torch._higher_order_ops.base_hop
import time:       760 |       5354 |                                               torch._higher_order_ops._invoke_quant
import time:       218 |        218 |                                               torch._higher_order_ops.aoti_call_delegate
import time:       402 |        402 |                                               torch._higher_order_ops.associative_scan
import time:       375 |        375 |                                               torch._higher_order_ops.cond
import time:       889 |        889 |                                                 torch._higher_order_ops.invoke_leaf_function
import time:       191 |        191 |                                                 torch._higher_order_ops.print
import time:        87 |         87 |                                                     torch._functorch._aot_autograd
import time:       514 |        600 |                                                   torch._functorch._aot_autograd.utils
import time:       233 |        833 |                                                 torch._higher_order_ops.torchbind
import time:       485 |       2397 |                                               torch._higher_order_ops.effects
import time:       226 |        226 |                                               torch._higher_order_ops.executorch_call_delegate
import time:       744 |        744 |                                               torch._higher_order_ops.flat_apply
import time:        82 |         82 |                                                     torch.testing._internal
import time:       310 |        392 |                                                   torch.testing._internal.logging_tensor
import time:       618 |       1009 |                                                 torch.utils.checkpoint
import time:       652 |       1661 |                                               torch._higher_order_ops.flex_attention
import time:       163 |        163 |                                               torch._higher_order_ops.foreach_map
import time:       251 |        251 |                                               torch._higher_order_ops.hints_wrap
import time:       336 |        336 |                                               torch._higher_order_ops.inline_asm_elementwise
import time:       169 |        169 |                                                     torch.utils._debug_mode._utils
import time:       315 |        483 |                                                   torch.utils._debug_mode._calls
import time:     70307 |      70307 |                                                   torch.utils._debug_mode._mode
import time:       133 |      70922 |                                                 torch.utils._debug_mode
import time:      1175 |      72096 |                                               torch._higher_order_ops.invoke_subgraph
import time:       597 |        597 |                                               torch._higher_order_ops.local_map
import time:       322 |        322 |                                               torch._higher_order_ops.map
import time:       715 |        715 |                                               torch._higher_order_ops.out_dtype
import time:       224 |        224 |                                               torch._higher_order_ops.run_const_graph
import time:       338 |        338 |                                                 torch._higher_order_ops.partitioner
import time:       733 |       1070 |                                               torch._higher_order_ops.scan
import time:       209 |        209 |                                               torch._higher_order_ops.strict_mode
import time:       493 |        493 |                                               torch._higher_order_ops.while_loop
import time:       498 |        498 |                                               torch._higher_order_ops.wrap
import time:       383 |      88724 |                                             torch._higher_order_ops
import time:        25 |      88748 |                                           torch._higher_order_ops.flat_apply
import time:       372 |      90976 |                                         torch._export.wrappers
import time:       327 |        327 |                                         torch._export.config
import time:       491 |      94656 |                                       torch._export
import time:        50 |      94705 |                                     torch._export.utils
import time:       707 |      95412 |                                   torch.export.decomp_utils
import time:       265 |        265 |                                       torch._export.verifier
import time:      1211 |       1476 |                                     torch.export.exported_program
import time:      2211 |       3686 |                                   torch.export.dynamic_shapes
