import time: self [us] | cumulative | imported package
import time:       138 |        138 |                             langgraph.channels.base
import time:       198 |        335 |                           langgraph.channels.any_value
import time:      1089 |       1089 |                           langgraph.channels.binop
import time:       174 |        174 |                           langgraph.channels.delta
import time:       134 |        134 |                           langgraph.channels.ephemeral_value
import time:       196 |        196 |                           langgraph.channels.last_value
import time:       210 |        210 |                           langgraph.channels.named_barrier_value
import time:       172 |        172 |                           langgraph.channels.topic
import time:       128 |        128 |                           langgraph.channels.untracked_value
import time:       157 |       2591 |                         langgraph.channels
import time:        14 |       2604 |                       langgraph.channels.base
import time:      1268 |       1268 |                               langchain_core.runnables.graph
import time:       153 |        153 |                               langgraph._internal._queue
import time:      1115 |       1115 |                               langgraph.callbacks
import time:       100 |        100 |                               langgraph.config
import time:      1183 |       1183 |                                     langgraph._internal._scratchpad
import time:       151 |        151 |                                     langgraph.managed.base
import time:       202 |       1535 |                                   langgraph.managed.is_last_step
import time:        91 |       1626 |                                 langgraph.managed
import time:        15 |       1640 |                               langgraph.managed.base
import time:       524 |        524 |                                   langgraph.pregel._write
import time:       230 |        753 |                                 langgraph.pregel._call
import time:        89 |         89 |                                   langgraph.pregel._log
import time:       156 |        245 |                                 langgraph.pregel._io
import time:       207 |        207 |                                       langgraph.typing
import time:       454 |        660 |                                     langgraph.pregel.protocol
import time:       250 |        910 |                                   langgraph.pregel._utils
import time:       273 |       1182 |                                 langgraph.pregel._read
import time:       143 |        143 |                                           langgraph_sdk.auth.exceptions
import time:      2140 |       2140 |                                           langgraph_sdk.auth.types
import time:       734 |       3015 |                                         langgraph_sdk.auth
import time:        78 |         78 |                                                     langgraph_sdk._shared
import time:      2731 |       2731 |                                                     langgraph_sdk.schema
import time:       417 |       3225 |                                                   langgraph_sdk._shared.utilities
import time:       311 |        311 |                                                   langgraph_sdk.errors
import time:       124 |        124 |                                                   langgraph_sdk.sse
import time:       201 |       3860 |                                                 langgraph_sdk._async.http
import time:       232 |       4091 |                                               langgraph_sdk._async.assistants
import time:       150 |        150 |                                                 langgraph_sdk._async.cron
import time:       219 |        219 |                                                 langgraph_sdk._async.runs
import time:       117 |        117 |                                                 langgraph_sdk._async.store
import time:        86 |         86 |                                                       langgraph_sdk.stream
import time:       631 |        631 |                                                         langgraph_sdk.stream.transport.base
import time:       134 |        134 |                                                         langgraph_sdk.stream.transport.http
import time:       114 |        114 |                                                         langgraph_sdk.stream.transport.sync_http
import time:       123 |        123 |                                                                 websockets.imports
import time:        95 |         95 |                                                                 websockets.version
import time:       174 |        392 |                                                               websockets
import time:        79 |        471 |                                                             websockets.sync
import time:       202 |        202 |                                                               websockets.datastructures
import time:       160 |        160 |                                                                   websockets.speedups
import time:       133 |        133 |                                                                       websockets.typing
import time:       151 |        283 |                                                                     websockets.extensions.base
import time:       108 |        391 |                                                                   websockets.extensions
import time:       989 |       1539 |                                                                 websockets.frames
import time:       737 |        737 |                                                                 websockets.http11
import time:       354 |       2629 |                                                               websockets.exceptions
import time:       510 |        510 |                                                               websockets.headers
import time:       105 |        105 |                                                                 websockets.streams
import time:       414 |        519 |                                                               websockets.protocol
import time:       842 |        842 |                                                               websockets.uri
import time:       123 |        123 |                                                               websockets.utils
import time:       347 |       5169 |                                                             websockets.client
import time:      1911 |       1911 |                                                             websockets.extensions.permessage_deflate
import time:       102 |        102 |                                                                 websockets.sync.utils
import time:       205 |        307 |                                                               websockets.sync.messages
import time:       344 |        650 |                                                             websockets.sync.connection
import time:       104 |        104 |                                                             python_socks
import time:       342 |       8645 |                                                           websockets.sync.client
import time:       139 |       8783 |                                                         langgraph_sdk.stream.transport.sync_ws
import time:        93 |         93 |                                                             websockets.asyncio
import time:        99 |         99 |                                                             websockets.asyncio.compatibility
import time:       266 |        266 |                                                               websockets.asyncio.messages
import time:       319 |        585 |                                                             websockets.asyncio.connection
import time:        66 |         66 |                                                             python_socks
import time:       426 |       1266 |                                                           websockets.asyncio.client
import time:       171 |       1437 |                                                         langgraph_sdk.stream.transport.ws
import time:       140 |      11238 |                                                       langgraph_sdk.stream.transport
import time:       576 |      11899 |                                                     langgraph_sdk.stream.controller
import time:       257 |        257 |                                                     langgraph_sdk.stream.decoders
import time:       123 |        123 |                                                     langgraph_sdk.stream.subscription
import time:      1194 |      13471 |                                                   langgraph_sdk._async.stream
import time:       183 |      13653 |                                                 langgraph_sdk._async.threads
import time:        93 |         93 |                                                 langgraph_sdk._shared.types
import time:       174 |      14403 |                                               langgraph_sdk._async.client
import time:       106 |      18600 |                                             langgraph_sdk._async
import time:        30 |      18629 |                                           langgraph_sdk._async.assistants
import time:       227 |        227 |                                                 langgraph_sdk._sync.http
import time:       202 |        428 |                                               langgraph_sdk._sync.assistants
import time:       138 |        138 |                                                 langgraph_sdk._sync.cron
import time:       219 |        219 |                                                 langgraph_sdk._sync.runs
import time:       129 |        129 |                                                 langgraph_sdk._sync.store
import time:       495 |        495 |                                                     langgraph_sdk.stream.sync_controller
import time:       799 |       1293 |                                                   langgraph_sdk._sync.stream
import time:       170 |       1463 |                                                 langgraph_sdk._sync.threads
import time:       134 |       2081 |                                               langgraph_sdk._sync.client
import time:       104 |       2613 |                                             langgraph_sdk._sync
import time:        19 |       2631 |                                           langgraph_sdk._sync.assistants
import time:       217 |      21476 |                                         langgraph_sdk.client
import time:       125 |        125 |                                           langgraph_sdk.encryption.types
import time:       294 |        419 |                                         langgraph_sdk.encryption
import time:       247 |      25156 |                                       langgraph_sdk
import time:        11 |      25167 |                                     langgraph_sdk.auth
import time:        16 |      25182 |                                   langgraph_sdk.auth.types
import time:      1974 |      27156 |                                 langgraph.runtime
import time:       600 |      29935 |                               langgraph.pregel._algo
import time:       157 |        157 |                               langgraph.pregel._checkpoint
import time:       380 |        380 |                               langgraph.pregel._draw
import time:       107 |        107 |                                 langgraph._internal._replay
import time:       128 |        128 |                                   langgraph._internal._future
import time:       298 |        425 |                                 langgraph.pregel._executor
import time:       260 |        260 |                                 langgraph.pregel._messages
import time:       165 |        165 |                                 langgraph.pregel.debug
import time:       511 |       1466 |                               langgraph.pregel._loop
import time:      1531 |       1531 |                               langgraph.pregel._retry
import time:       302 |        302 |                               langgraph.pregel._runner
import time:       209 |        209 |                               langgraph.pregel._tools
import time:       124 |        124 |                               langgraph.pregel._validate
import time:       407 |        407 |                                   langgraph.stream._types
import time:        88 |         88 |                                     langgraph.stream._convert
import time:       312 |        312 |                                       langgraph.stream.stream_channel
import time:       212 |        524 |                                     langgraph.stream._mux
import time:       489 |       1100 |                                   langgraph.stream.run_stream
import time:       625 |        625 |                                   langgraph.stream.transformers
import time:       150 |       2280 |                                 langgraph.stream
import time:        16 |       2296 |                               langgraph.stream._mux
import time:      1253 |      41920 |                             langgraph.pregel.main
import time:       105 |      42025 |                           langgraph.pregel
import time:        16 |      42041 |                         langgraph.pregel._write
import time:       325 |      42365 |                       langgraph.graph._branch
import time:      1308 |       1308 |                       langgraph.graph._node
import time:      1440 |      48410 |                     langgraph.graph.state
import time:       334 |      48744 |                   langgraph.graph.message
import time:       124 |      48867 |                 langgraph.graph
import time:        20 |      48887 |               langgraph.graph.state
import time:       107 |        107 |                   langgraph.prebuilt._tool_call_stream
import time:       224 |        330 |                 langgraph.prebuilt._tool_call_transformer
import time:      1572 |       1572 |                     langchain_core.tools.simple
import time:      1193 |       1193 |                     langchain_core.tools.structured
import time:      1798 |       4562 |                   langgraph.prebuilt.tool_node
import time:      1742 |       6304 |                 langgraph.prebuilt.chat_agent_executor
import time:       189 |        189 |                 langgraph.prebuilt.tool_validator
import time:       174 |       6996 |               langgraph.prebuilt
import time:       275 |        275 |               langchain.agents._subagent_transformer
import time:      1633 |       1633 |                     langchain.agents.middleware.types
import time:      1472 |       3104 |                   langchain.agents.middleware.context_editing
import time:       197 |        197 |                   langchain.agents.middleware.file_search
import time:       635 |        635 |                   langchain.agents.middleware.human_in_the_loop
import time:       270 |        270 |                   langchain.agents.middleware.model_call_limit
import time:       570 |        570 |                       langchain.chat_models.base
import time:       118 |        688 |                     langchain.chat_models
import time:       134 |        821 |                   langchain.agents.middleware.model_fallback
import time:       169 |        169 |                     langchain.agents.middleware._retry
import time:       212 |        381 |                   langchain.agents.middleware.model_retry
import time:      1312 |       1312 |                     langchain.agents.middleware._redaction
import time:       347 |       1659 |                   langchain.agents.middleware.pii
import time:      1755 |       1755 |                     langchain.agents.middleware._execution
import time:       112 |        112 |                       langchain.tools.tool_node
import time:       138 |        250 |                     langchain.tools
import time:      1795 |       3798 |                   langchain.agents.middleware.shell_tool
import time:       292 |        292 |                   langchain.agents.middleware.summarization
import time:      2675 |       2675 |                   langchain.agents.middleware.todo
import time:       317 |        317 |                   langchain.agents.middleware.tool_call_limit
import time:       155 |        155 |                   langchain.agents.middleware.tool_emulator
import time:       141 |        141 |                   langchain.agents.middleware.tool_retry
import time:       466 |        466 |                   langchain.agents.middleware.tool_selection
import time:       255 |      15159 |                 langchain.agents.middleware
import time:        17 |      15176 |               langchain.agents.middleware.types
import time:      1208 |       1208 |               langchain.agents.structured_output
import time:      4748 |    2995778 |             langchain.agents.factory
import time:       189 |    2996173 |           langchain.agents
import time:       109 |        109 |             langchain_anthropic._version
import time:       209 |        209 |                   anthropic.types.model
import time:      1031 |       1031 |                       anthropic._types
import time:       244 |        244 |                         anthropic._utils._path
import time:       109 |        109 |                               anyio._core
import time:       287 |        396 |                             anyio._core._contextmanagers
import time:       203 |        203 |                               anyio._core._exceptions
import time:       104 |        104 |                                 sniffio._version
import time:       125 |        125 |                                 sniffio._impl
import time:       140 |        368 |                               sniffio
import time:       164 |        734 |                             anyio._core._eventloop
import time:       790 |        790 |                                   anyio.abc._eventloop
import time:       218 |        218 |                                   anyio.abc._resources
import time:       154 |        154 |                                     anyio._core._typedattr
import time:       297 |        297 |                                       anyio.abc._tasks
import time:       771 |       1067 |                                     anyio.abc._streams
import time:       825 |       2045 |                                   anyio.abc._sockets
import time:       282 |        282 |                                   anyio.abc._subprocesses
import time:       239 |        239 |                                   anyio.abc._testing
import time:       800 |        800 |                                     anyio.lowlevel
import time:       221 |        221 |                                     anyio._core._tasks
import time:       118 |        118 |                                     anyio._core._testing
import time:      2412 |       3550 |                                   anyio._core._synchronization
import time:       861 |        861 |                                   anyio.from_thread
import time:       263 |       8244 |                                 anyio.abc
import time:       100 |       8344 |                               anyio.to_thread
import time:       746 |       9089 |                             anyio._core._fileio
import time:        91 |         91 |                             anyio._core._resources
import time:        85 |         85 |                             anyio._core._signals
import time:        84 |         84 |                                 anyio.streams
import time:       699 |        782 |                               anyio.streams.stapled
import time:       719 |        719 |                               anyio.streams.tls
import time:       669 |       2169 |                             anyio._core._sockets
import time:      1338 |       1338 |                               anyio.streams.memory
import time:       145 |       1482 |                             anyio._core._streams
import time:       122 |        122 |                             anyio._core._subprocesses
import time:      1070 |       1070 |                             anyio._core._tempfile
import time:       299 |      15532 |                           anyio
import time:       106 |      15638 |                         anthropic._utils._sync
import time:       150 |        150 |                         anthropic._utils._proxy
import time:       230 |        230 |                         anthropic._utils._utils
import time:       107 |        107 |                           anthropic._utils._datetime_parse
import time:        96 |        203 |                         anthropic._utils._compat
import time:       116 |        116 |                         anthropic._utils._typing
import time:        79 |         79 |                         anthropic._utils._streams
import time:       138 |        138 |                           anthropic._files
import time:       188 |        325 |                         anthropic._utils._transform
import time:        93 |         93 |                         anthropic._utils._reflection
import time:       190 |      17263 |                       anthropic._utils
import time:       397 |        397 |                       anthropic._compat
import time:       102 |        102 |                       anthropic._constants
import time:      9011 |      27801 |                     anthropic._models
import time:       270 |        270 |                     anthropic.types.cache_creation
import time:       221 |        221 |                     anthropic.types.server_tool_usage
import time:       214 |        214 |                     anthropic.types.output_tokens_details
import time:       516 |      29021 |                   anthropic.types.usage
import time:       148 |        148 |                     anthropic.types.shared.error_type
import time:       245 |        245 |                       anthropic.types.shared.billing_error
import time:       231 |        231 |                       anthropic.types.shared.not_found_error
import time:       224 |        224 |                       anthropic.types.shared.api_error_object
import time:       223 |        223 |                       anthropic.types.shared.overloaded_error
import time:       215 |        215 |                       anthropic.types.shared.permission_error
import time:       216 |        216 |                       anthropic.types.shared.rate_limit_error
import time:       218 |        218 |                       anthropic.types.shared.authentication_error
import time:       216 |        216 |                       anthropic.types.shared.gateway_timeout_error
import time:       213 |        213 |                       anthropic.types.shared.invalid_request_error
import time:       211 |       2208 |                     anthropic.types.shared.error_object
import time:       253 |        253 |                     anthropic.types.shared.error_response
import time:       145 |       2752 |                   anthropic.types.shared
import time:       205 |        205 |                     anthropic.types.container
import time:        93 |         93 |                     anthropic.types.stop_reason
import time:       301 |        301 |                           anthropic.types.citation_char_location
import time:       289 |        289 |                           anthropic.types.citation_page_location
import time:       294 |        294 |                           anthropic.types.citation_content_block_location
import time:       279 |        279 |                           anthropic.types.citations_search_result_location
import time:       269 |        269 |                           anthropic.types.citations_web_search_result_location
import time:       154 |       1583 |                         anthropic.types.text_citation
import time:       330 |       1913 |                       anthropic.types.text_block
import time:       224 |        224 |                       anthropic.types.thinking_block
import time:       202 |        202 |                         anthropic.types.direct_caller
import time:       223 |        223 |                         anthropic.types.server_tool_caller
import time:       262 |        262 |                         anthropic.types.server_tool_caller_20260120
import time:       343 |       1029 |                       anthropic.types.tool_use_block
import time:       334 |        334 |                       anthropic.types.server_tool_use_block
import time:       231 |        231 |                       anthropic.types.container_upload_block
import time:       221 |        221 |                       anthropic.types.redacted_thinking_block
import time:       198 |        198 |                             anthropic.types.citations_config
import time:       251 |        251 |                             anthropic.types.base64_pdf_source
import time:       224 |        224 |                             anthropic.types.plain_text_source
import time:       367 |       1039 |                           anthropic.types.document_block
import time:       287 |       1325 |                         anthropic.types.web_fetch_block
import time:       109 |        109 |                           anthropic.types.web_fetch_tool_result_error_code
import time:       363 |        472 |                         anthropic.types.web_fetch_tool_result_error_block
import time:       376 |       2172 |                       anthropic.types.web_fetch_tool_result_block
import time:       269 |        269 |                           anthropic.types.web_search_result_block
import time:        85 |         85 |                             anthropic.types.web_search_tool_result_error_code
import time:       236 |        320 |                           anthropic.types.web_search_tool_result_error
import time:       131 |        720 |                         anthropic.types.web_search_tool_result_block_content
import time:       304 |       1023 |                       anthropic.types.web_search_tool_result_block
import time:        83 |         83 |                           anthropic.types.tool_search_tool_result_error_code
import time:       255 |        337 |                         anthropic.types.tool_search_tool_result_error
import time:       211 |        211 |                           anthropic.types.tool_reference_block
import time:       250 |        460 |                         anthropic.types.tool_search_tool_search_result_block
import time:       261 |       1057 |                       anthropic.types.tool_search_tool_result_block
import time:       233 |        233 |                             anthropic.types.code_execution_output_block
import time:       314 |        546 |                           anthropic.types.code_execution_result_block
import time:        74 |         74 |                             anthropic.types.code_execution_tool_result_error_code
import time:       244 |        318 |                           anthropic.types.code_execution_tool_result_error
import time:       244 |        244 |                           anthropic.types.encrypted_code_execution_result_block
import time:       122 |       1229 |                         anthropic.types.code_execution_tool_result_block_content
import time:       228 |       1457 |                       anthropic.types.code_execution_tool_result_block
import time:       231 |        231 |                           anthropic.types.bash_code_execution_output_block
import time:       263 |        494 |                         anthropic.types.bash_code_execution_result_block
import time:        84 |         84 |                           anthropic.types.bash_code_execution_tool_result_error_code
import time:       233 |        317 |                         anthropic.types.bash_code_execution_tool_result_error
import time:       266 |       1076 |                       anthropic.types.bash_code_execution_tool_result_block
import time:        81 |         81 |                           anthropic.types.text_editor_code_execution_tool_result_error_code
import time:       249 |        330 |                         anthropic.types.text_editor_code_execution_tool_result_error
import time:       297 |        297 |                         anthropic.types.text_editor_code_execution_view_result_block
import time:       223 |        223 |                         anthropic.types.text_editor_code_execution_create_result_block
import time:       345 |        345 |                         anthropic.types.text_editor_code_execution_str_replace_result_block
import time:       301 |       1494 |                       anthropic.types.text_editor_code_execution_tool_result_block
import time:       250 |      12474 |                     anthropic.types.content_block
import time:       295 |        295 |                     anthropic.types.refusal_stop_details
import time:       459 |      13523 |                   anthropic.types.message
import time:       219 |        219 |                     anthropic.types.beta_api_error
import time:       217 |        217 |                     anthropic.types.beta_billing_error
import time:       202 |        202 |                     anthropic.types.beta_not_found_error
import time:       211 |        211 |                     anthropic.types.beta_overloaded_error
import time:       205 |        205 |                     anthropic.types.beta_permission_error
import time:       200 |        200 |                     anthropic.types.beta_rate_limit_error
import time:       208 |        208 |                     anthropic.types.beta_authentication_error
import time:       255 |        255 |                     anthropic.types.beta_gateway_timeout_error
import time:       211 |        211 |                     anthropic.types.beta_invalid_request_error
import time:       226 |       2150 |                   anthropic.types.beta_error
import time:       280 |        280 |                   anthropic.types.completion
import time:       191 |        191 |                         anthropic.types.capability_support
import time:       278 |        469 |                       anthropic.types.effort_capability
import time:       204 |        204 |                         anthropic.types.thinking_types
import time:       211 |        414 |                       anthropic.types.thinking_capability
import time:       248 |        248 |                       anthropic.types.context_management_capability
import time:       316 |       1446 |                     anthropic.types.model_capabilities
import time:       326 |       1772 |                   anthropic.types.model_info
import time:       223 |        223 |                   anthropic.types.text_delta
import time:       146 |        146 |                     anthropic.types.cache_control_ephemeral_param
import time:       356 |        501 |                   anthropic.types.tool_param
import time:        95 |         95 |                   anthropic.types.model_param
import time:       164 |        164 |                         anthropic.types.citation_char_location_param
import time:       156 |        156 |                         anthropic.types.citation_page_location_param
import time:       163 |        163 |                         anthropic.types.citation_content_block_location_param
import time:       150 |        150 |                         anthropic.types.citation_search_result_location_param
import time:       147 |        147 |                         anthropic.types.citation_web_search_result_location_param
import time:       133 |        911 |                       anthropic.types.text_citation_param
import time:       144 |       1055 |                     anthropic.types.text_block_param
import time:       110 |        110 |                       anthropic.types.url_image_source_param
import time:       165 |        165 |                       anthropic.types.base64_image_source_param
import time:       164 |        438 |                     anthropic.types.image_block_param
import time:       121 |        121 |                       anthropic.types.url_pdf_source_param
import time:       102 |        102 |                       anthropic.types.citations_config_param
import time:       154 |        154 |                       anthropic.types.base64_pdf_source_param
import time:       137 |        137 |                       anthropic.types.plain_text_source_param
import time:        88 |         88 |                         anthropic.types.content_block_source_content_param
import time:       142 |        229 |                       anthropic.types.content_block_source_param
import time:       216 |        956 |                     anthropic.types.document_block_param
import time:       166 |        166 |                     anthropic.types.thinking_block_param
import time:       110 |        110 |                       anthropic.types.direct_caller_param
import time:       136 |        136 |                       anthropic.types.server_tool_caller_param
import time:       129 |        129 |                       anthropic.types.server_tool_caller_20260120_param
import time:       224 |        598 |                     anthropic.types.tool_use_block_param
import time:       161 |        161 |                       anthropic.types.search_result_block_param
import time:       133 |        133 |                       anthropic.types.tool_reference_block_param
import time:       211 |        505 |                     anthropic.types.tool_result_block_param
import time:       182 |        182 |                     anthropic.types.server_tool_use_block_param
import time:       132 |        132 |                     anthropic.types.container_upload_block_param
import time:       124 |        124 |                     anthropic.types.redacted_thinking_block_param
import time:       138 |        138 |                       anthropic.types.web_fetch_block_param
import time:       215 |        215 |                       anthropic.types.web_fetch_tool_result_error_block_param
import time:       190 |        542 |                     anthropic.types.web_fetch_tool_result_block_param
import time:       174 |        174 |                         anthropic.types.web_search_result_block_param
import time:       121 |        121 |                         anthropic.types.web_search_tool_request_error_param
import time:       124 |        418 |                       anthropic.types.web_search_tool_result_block_param_content_param
import time:       167 |        585 |                     anthropic.types.web_search_tool_result_block_param
import time:       148 |        148 |                     anthropic.types.mid_conversation_system_block_param
import time:       123 |        123 |                       anthropic.types.tool_search_tool_result_error_param
import time:       130 |        130 |                       anthropic.types.tool_search_tool_search_result_block_param
import time:       183 |        436 |                     anthropic.types.tool_search_tool_result_block_param
import time:       120 |        120 |                           anthropic.types.code_execution_output_block_param
import time:       147 |        266 |                         anthropic.types.code_execution_result_block_param
import time:       125 |        125 |                         anthropic.types.code_execution_tool_result_error_param
import time:       156 |        156 |                         anthropic.types.encrypted_code_execution_result_block_param
import time:       113 |        659 |                       anthropic.types.code_execution_tool_result_block_param_content_param
import time:       149 |        807 |                     anthropic.types.code_execution_tool_result_block_param
import time:       118 |        118 |                         anthropic.types.bash_code_execution_output_block_param
import time:       143 |        260 |                       anthropic.types.bash_code_execution_result_block_param
import time:       132 |        132 |                       anthropic.types.bash_code_execution_tool_result_error_param
import time:       178 |        569 |                     anthropic.types.bash_code_execution_tool_result_block_param
import time:       141 |        141 |                       anthropic.types.text_editor_code_execution_tool_result_error_param
import time:       167 |        167 |                       anthropic.types.text_editor_code_execution_view_result_block_param
import time:       122 |        122 |                       anthropic.types.text_editor_code_execution_create_result_block_param
import time:       160 |        160 |                       anthropic.types.text_editor_code_execution_str_replace_result_block_param
import time:       216 |        804 |                     anthropic.types.text_editor_code_execution_tool_result_block_param
import time:       345 |       8383 |                   anthropic.types.message_param
import time:       116 |        116 |                   anthropic.types.metadata_param
import time:       851 |        851 |                   anthropic.types.parsed_message
import time:       256 |        256 |                   anthropic.types.thinking_delta
import time:       277 |        277 |                   anthropic.types.citations_delta
import time:       237 |        237 |                   anthropic.types.signature_delta
import time:       228 |        228 |                   anthropic.types.input_json_delta
import time:       187 |        187 |                     anthropic.types.tool_bash_20250124_param
import time:       185 |        185 |                     anthropic.types.memory_tool_20250818_param
import time:       212 |        212 |                     anthropic.types.web_fetch_tool_20250910_param
import time:       211 |        211 |                     anthropic.types.web_fetch_tool_20260209_param
import time:       203 |        203 |                     anthropic.types.web_fetch_tool_20260309_param
import time:       139 |        139 |                       anthropic.types.user_location_param
import time:       199 |        338 |                     anthropic.types.web_search_tool_20250305_param
import time:       197 |        197 |                     anthropic.types.web_search_tool_20260209_param
import time:       174 |        174 |                     anthropic.types.tool_text_editor_20250124_param
import time:      1019 |       1019 |                     anthropic.types.tool_text_editor_20250429_param
import time:       191 |        191 |                     anthropic.types.tool_text_editor_20250728_param
import time:       163 |        163 |                     anthropic.types.code_execution_tool_20250522_param
import time:       155 |        155 |                     anthropic.types.code_execution_tool_20250825_param
import time:       156 |        156 |                     anthropic.types.code_execution_tool_20260120_param
import time:       162 |        162 |                     anthropic.types.tool_search_tool_bm25_20251119_param
import time:       163 |        163 |                     anthropic.types.tool_search_tool_regex_20251119_param
import time:       264 |       3972 |                   anthropic.types.tool_union_param
import time:       119 |        119 |                     anthropic.types.anthropic_beta_param
import time:       163 |        282 |                   anthropic.types.model_list_params
import time:       127 |        127 |                     anthropic.types.tool_choice_any_param
import time:       125 |        125 |                     anthropic.types.tool_choice_auto_param
import time:       110 |        110 |                     anthropic.types.tool_choice_none_param
import time:       127 |        127 |                     anthropic.types.tool_choice_tool_param
import time:       136 |        623 |                   anthropic.types.tool_choice_param
import time:       227 |        227 |                     anthropic.types.raw_message_stop_event
import time:        82 |        309 |                   anthropic.types.message_stop_event
import time:       252 |        252 |                   anthropic.types.beta_error_response
import time:       120 |        120 |                   anthropic.types.content_block_param
import time:       287 |        287 |                       anthropic.types.message_delta_usage
import time:       468 |        754 |                     anthropic.types.raw_message_delta_event
import time:        78 |        832 |                   anthropic.types.message_delta_event
import time:       225 |        225 |                     anthropic.types.raw_message_start_event
import time:        91 |        316 |                   anthropic.types.message_start_event
import time:       132 |        132 |                     anthropic.types.json_output_format_param
import time:       143 |        275 |                   anthropic.types.output_config_param
import time:       219 |        219 |                       anthropic.types.raw_content_block_stop_event
import time:       108 |        108 |                         anthropic.types.raw_content_block_delta
import time:       258 |        366 |                       anthropic.types.raw_content_block_delta_event
import time:       286 |        286 |                       anthropic.types.raw_content_block_start_event
import time:       138 |       1008 |                     anthropic.types.raw_message_stream_event
import time:        83 |       1091 |                   anthropic.types.message_stream_event
import time:       195 |        195 |                   anthropic.types.message_tokens_count
import time:       147 |        147 |                       anthropic.types.thinking_config_enabled_param
import time:       134 |        134 |                       anthropic.types.thinking_config_adaptive_param
import time:       118 |        118 |                       anthropic.types.thinking_config_disabled_param
import time:       122 |        520 |                     anthropic.types.thinking_config_param
import time:       359 |        878 |                   anthropic.types.message_create_params
import time:       290 |        290 |                   anthropic.types.completion_create_params
import time:        84 |         84 |                   anthropic.types.content_block_stop_event
import time:        78 |         78 |                   anthropic.types.content_block_delta_event
import time:        70 |         70 |                   anthropic.types.content_block_start_event
import time:       102 |        102 |                     anthropic.types.message_count_tokens_tool_param
import time:       203 |        304 |                   anthropic.types.message_count_tokens_params
import time:       729 |      71558 |                 anthropic.types
import time:       296 |        296 |                   anthropic._exceptions
import time:       298 |        298 |                   anthropic._qs
import time:        97 |         97 |                   anthropic._version
import time:       443 |        443 |                   anthropic._streaming
import time:       813 |        813 |                       distro.distro
import time:       163 |        976 |                     distro
import time:        66 |         66 |                         anthropic._decoders
import time:       227 |        292 |                       anthropic._decoders.jsonl
import time:       657 |        949 |                     anthropic._response
import time:       117 |        117 |                     anthropic._utils._json
import time:        93 |         93 |                     anthropic._utils._httpx
import time:       310 |        310 |                     anthropic._legacy_response
import time:        72 |         72 |                     httpx_aiohttp
import time:      1948 |       4463 |                   anthropic._base_client
import time:       134 |        134 |                       anthropic.lib._files
import time:       101 |        234 |                     anthropic.lib
import time:       997 |        997 |                         anthropic.lib.credentials._types
import time:       134 |        134 |                           anthropic.lib.credentials._constants
